,REF_DATE,GEO,New housing price indexes,UOM,VALUE
324,2002-03-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",60.6
325,2002-03-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
326,2002-03-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
327,2002-03-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",62.8
328,2002-03-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
329,2002-03-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",57.6
330,2002-03-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",62.3
331,2002-03-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",62.5
332,2002-03-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",68.3
333,2002-03-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
334,2002-03-01,"London, Ontario",Total (house and land),"Index, 201612=100",66.1
335,2002-03-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.2
336,2002-03-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",81.0
337,2002-03-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",47.0
338,2002-03-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",39.0
339,2002-03-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.1
340,2002-03-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",45.4
341,2002-03-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",53.6
342,2002-03-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
343,2002-03-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.0
344,2002-03-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",84.3
345,2002-04-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",51.3
346,2002-04-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.0
347,2002-04-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",61.0
348,2002-04-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
349,2002-04-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
350,2002-04-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",63.8
351,2002-04-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
352,2002-04-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",57.9
353,2002-04-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",62.7
354,2002-04-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.1
355,2002-04-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",68.4
356,2002-04-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
357,2002-04-01,"London, Ontario",Total (house and land),"Index, 201612=100",66.4
358,2002-04-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.2
359,2002-04-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",81.4
360,2002-04-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",47.1
361,2002-04-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",39.0
362,2002-04-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.1
363,2002-04-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",45.6
364,2002-04-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",53.9
365,2002-04-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
366,2002-04-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.3
367,2002-04-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",84.3
368,2002-05-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",52.0
369,2002-05-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.1
370,2002-05-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",61.3
371,2002-05-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
372,2002-05-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
373,2002-05-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",64.1
374,2002-05-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
375,2002-05-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",58.3
376,2002-05-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",63.2
377,2002-05-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.2
378,2002-05-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",69.9
379,2002-05-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
380,2002-05-01,"London, Ontario",Total (house and land),"Index, 201612=100",66.3
381,2002-05-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.1
382,2002-05-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",82.3
383,2002-05-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",47.1
384,2002-05-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",39.0
385,2002-05-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.1
386,2002-05-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",45.9
387,2002-05-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",54.7
388,2002-05-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
389,2002-05-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.3
390,2002-05-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",87.2
391,2002-06-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",52.1
392,2002-06-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.1
393,2002-06-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",61.5
394,2002-06-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
395,2002-06-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
396,2002-06-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",64.3
397,2002-06-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
398,2002-06-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",58.3
399,2002-06-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",63.7
400,2002-06-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.3
401,2002-06-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",70.7
402,2002-06-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
403,2002-06-01,"London, Ontario",Total (house and land),"Index, 201612=100",66.6
404,2002-06-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.1
405,2002-06-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",81.7
406,2002-06-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",47.4
407,2002-06-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",39.3
408,2002-06-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.2
409,2002-06-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",46.1
410,2002-06-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",55.1
411,2002-06-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
412,2002-06-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.3
413,2002-06-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",87.7
414,2002-07-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",52.3
415,2002-07-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.3
416,2002-07-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",61.5
417,2002-07-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
418,2002-07-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
419,2002-07-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",64.3
420,2002-07-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
421,2002-07-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",58.4
422,2002-07-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",63.8
423,2002-07-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.2
424,2002-07-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",70.7
425,2002-07-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
426,2002-07-01,"London, Ontario",Total (house and land),"Index, 201612=100",66.5
427,2002-07-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.1
428,2002-07-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",81.9
429,2002-07-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",47.5
430,2002-07-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",39.9
431,2002-07-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.2
432,2002-07-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",46.2
433,2002-07-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",55.4
434,2002-07-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
435,2002-07-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.3
436,2002-07-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",87.6
437,2002-08-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",52.6
438,2002-08-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.4
439,2002-08-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",62.3
440,2002-08-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
441,2002-08-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
442,2002-08-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",64.8
443,2002-08-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
444,2002-08-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",58.7
445,2002-08-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",64.5
446,2002-08-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.7
447,2002-08-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",70.9
448,2002-08-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
449,2002-08-01,"London, Ontario",Total (house and land),"Index, 201612=100",66.6
450,2002-08-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.2
451,2002-08-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",82.1
452,2002-08-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",47.5
453,2002-08-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",40.3
454,2002-08-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.2
455,2002-08-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",46.4
456,2002-08-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",55.6
457,2002-08-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
458,2002-08-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.3
459,2002-08-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",88.0
460,2002-09-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",53.1
461,2002-09-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.4
462,2002-09-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",62.7
463,2002-09-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
464,2002-09-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
465,2002-09-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",65.2
466,2002-09-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
467,2002-09-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",58.7
468,2002-09-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",64.8
469,2002-09-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.2
470,2002-09-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",70.6
471,2002-09-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
472,2002-09-01,"London, Ontario",Total (house and land),"Index, 201612=100",66.9
473,2002-09-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.2
474,2002-09-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",82.5
475,2002-09-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",48.0
476,2002-09-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",40.3
477,2002-09-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.2
478,2002-09-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",46.5
479,2002-09-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",55.8
480,2002-09-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
481,2002-09-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.5
482,2002-09-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",88.4
483,2002-10-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",53.2
484,2002-10-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",69.4
485,2002-10-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",63.5
486,2002-10-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
487,2002-10-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
488,2002-10-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",65.4
489,2002-10-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
490,2002-10-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",59.1
491,2002-10-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",65.7
492,2002-10-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.7
493,2002-10-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",70.9
494,2002-10-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
495,2002-10-01,"London, Ontario",Total (house and land),"Index, 201612=100",67.7
496,2002-10-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.2
497,2002-10-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",82.4
498,2002-10-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",48.0
499,2002-10-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",40.5
500,2002-10-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",48.2
501,2002-10-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",46.7
502,2002-10-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",55.9
503,2002-10-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
504,2002-10-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",75.8
505,2002-10-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",89.0
506,2002-11-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",53.3
507,2002-11-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",70.0
508,2002-11-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",64.3
509,2002-11-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
510,2002-11-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
511,2002-11-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",66.9
512,2002-11-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
513,2002-11-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",59.4
514,2002-11-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",66.2
515,2002-11-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",63.6
516,2002-11-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",71.2
517,2002-11-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
518,2002-11-01,"London, Ontario",Total (house and land),"Index, 201612=100",67.1
519,2002-11-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.2
520,2002-11-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",82.4
521,2002-11-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",48.1
