,REF_DATE,VALUE
29037,2001-02,83.7
29157,2001-03,83.7
29277,2001-04,83.7
29397,2001-05,83.8
29517,2001-06,83.8
29637,2001-07,84.0
29757,2001-08,84.0
29877,2001-09,83.9
29997,2001-10,84.0
30117,2001-11,84.1
30237,2001-12,84.1
30357,2002-01,84.1
30477,2002-02,84.3
30597,2002-03,84.3
30717,2002-04,84.3
30837,2002-05,87.2
30957,2002-06,87.7
31077,2002-07,87.6
31197,2002-08,88.0
31317,2002-09,88.4
31437,2002-10,89.0
31557,2002-11,88.9
31677,2002-12,89.1
31797,2003-01,89.1
31917,2003-02,89.7
32037,2003-03,90.3
32157,2003-04,91.3
32277,2003-05,91.6
32397,2003-06,93.1
32517,2003-07,94.1
32637,2003-08,95.4
32757,2003-09,96.0
32877,2003-10,97.0
32997,2003-11,97.6
33117,2003-12,98.1
33237,2004-01,98.6
33357,2004-02,98.7
33477,2004-03,99.7
33597,2004-04,100.8
33717,2004-05,101.5
33837,2004-06,102.1
33957,2004-07,102.9
34077,2004-08,104.0
34197,2004-09,104.3
34317,2004-10,104.0
34437,2004-11,104.1
34557,2004-12,104.8
34677,2005-01,105.4
34797,2005-02,106.2
34917,2005-03,106.9
35037,2005-04,106.8
35157,2005-05,108.0
35277,2005-06,108.9
35397,2005-07,109.9
35517,2005-08,113.0
35637,2005-09,114.4
35757,2005-10,114.5
35877,2005-11,114.7
35997,2005-12,113.7
36117,2006-01,113.8
36237,2006-02,113.8
36357,2006-03,114.6
36477,2006-04,115.0
36597,2006-05,114.6
36717,2006-06,114.9
36837,2006-07,114.1
36957,2006-08,114.9
37077,2006-09,114.9
37197,2006-10,114.3
37317,2006-11,114.3
37437,2006-12,113.9
37557,2007-01,114.2
37677,2007-02,114.1
37797,2007-03,114.7
37917,2007-04,113.6
38037,2007-05,115.0
38157,2007-06,115.4
38277,2007-07,115.4
38397,2007-08,115.4
38517,2007-09,115.2
38637,2007-10,115.1
38757,2007-11,115.8
38877,2007-12,115.8
38997,2008-01,116.0
39117,2008-02,116.0
39237,2008-03,116.0
39357,2008-04,115.7
39477,2008-05,115.0
39597,2008-06,115.0
39717,2008-07,115.3
39837,2008-08,115.0
39957,2008-09,115.3
40077,2008-10,113.9
40197,2008-11,112.9
40317,2008-12,112.4
40437,2009-01,111.1
40557,2009-02,109.3
40677,2009-03,108.3
40797,2009-04,107.7
40917,2009-05,107.4
41037,2009-06,106.9
41157,2009-07,103.2
41277,2009-08,103.5
41397,2009-09,103.4
41517,2009-10,103.4
41637,2009-11,103.4
41757,2009-12,103.2
41877,2010-01,103.1
41997,2010-02,103.1
42117,2010-03,103.3
42237,2010-04,103.5
42357,2010-05,103.2
42477,2010-06,103.1
42597,2010-07,103.1
42717,2010-08,103.1
42837,2010-09,102.8
42957,2010-10,102.6
43077,2010-11,102.2
43197,2010-12,102.1
43317,2011-01,102.1
43437,2011-02,102.1
43557,2011-03,102.1
43677,2011-04,101.3
43797,2011-05,101.4
43917,2011-06,101.4
44037,2011-07,101.5
44157,2011-08,101.2
44277,2011-09,101.2
44397,2011-10,100.6
44517,2011-11,100.5
44637,2011-12,100.5
44757,2012-01,99.7
44877,2012-02,99.7
44997,2012-03,99.0
45117,2012-04,99.0
45237,2012-05,98.2
45357,2012-06,98.7
45477,2012-07,98.6
45597,2012-08,98.2
45717,2012-09,97.8
45837,2012-10,98.1
45957,2012-11,97.6
46077,2012-12,97.5
46197,2013-01,97.4
46317,2013-02,97.4
46437,2013-03,97.4
46557,2013-04,97.5
46677,2013-05,97.5
46797,2013-06,97.4
46917,2013-07,97.4
47037,2013-08,97.3
47157,2013-09,97.2
47277,2013-10,97.1
47397,2013-11,96.7
47517,2013-12,96.7
47637,2014-01,96.7
47757,2014-02,96.7
47877,2014-03,96.5
47997,2014-04,96.5
48117,2014-05,96.5
48237,2014-06,96.5
48357,2014-07,96.5
48477,2014-08,96.3
48597,2014-09,95.7
48717,2014-10,95.6
48837,2014-11,95.6
48957,2014-12,95.6
49077,2015-01,95.2
49197,2015-02,95.2
49317,2015-03,95.2
49437,2015-04,95.0
49557,2015-05,95.0
49677,2015-06,95.0
49797,2015-07,95.0
49917,2015-08,94.9
50037,2015-09,94.9
50157,2015-10,95.2
50277,2015-11,95.2
50397,2015-12,95.2
50517,2016-01,95.2
50637,2016-02,95.4
50757,2016-03,95.4
50877,2016-04,96.3
50997,2016-05,97.3
51117,2016-06,97.6
51237,2016-07,98.4
51357,2016-08,98.4
51477,2016-09,98.9
51597,2016-10,99.6
51717,2016-11,100.0
51837,2016-12,100.0
51957,2017-01,100.4
52077,2017-02,101.4
52197,2017-03,101.4
52317,2017-04,101.4
52437,2017-05,101.4
52557,2017-06,101.4
52677,2017-07,101.4
52797,2017-08,101.4
52917,2017-09,101.4
53037,2017-10,101.6
53157,2017-11,101.6
53277,2017-12,101.6
53397,2018-01,101.6
53517,2018-02,101.6
53637,2018-03,102.8
53757,2018-04,102.8
53877,2018-05,102.8
53997,2018-06,102.8
54117,2018-07,102.8
54237,2018-08,102.8
54357,2018-09,102.7
54477,2018-10,102.7
54597,2018-11,102.6
54717,2018-12,102.6
54837,2019-01,102.5
54957,2019-02,102.8
55077,2019-03,102.4
55197,2019-04,101.8
55317,2019-05,101.4
55437,2019-06,101.0
55557,2019-07,101.0
55677,2019-08,101.1
55797,2019-09,101.5
55917,2019-10,101.5
56037,2019-11,101.6
56157,2019-12,101.8
56277,2020-01,101.8
56397,2020-02,102.8
56517,2020-03,102.6
56637,2020-04,102.6
56757,2020-05,102.6
56877,2020-06,102.6
56997,2020-07,102.6
57117,2020-08,103.0
57237,2020-09,105.6
57357,2020-10,105.8
57477,2020-11,106.5
57597,2020-12,107.7
57717,2021-01,107.8
57837,2021-02,108.5
57957,2021-03,111.0
58077,2021-04,112.4
58197,2021-05,112.7
58317,2021-06,113.0
58437,2021-07,114.3
58557,2021-08,114.3
58677,2021-09,116.3
58797,2021-10,120.1
58917,2021-11,120.1
59037,2021-12,120.5
59157,2022-01,121.7
59277,2022-02,122.2
59397,2022-03,125.3
59517,2022-04,125.3
59637,2022-05,125.3
59757,2022-06,125.3
59877,2022-07,125.3
59997,2022-08,125.3
60117,2022-09,125.3
60237,2022-10,125.0
60357,2022-11,125.0
60477,2022-12,125.0
