,REF_DATE,VALUE
29025,2001-02,50.6
29145,2001-03,50.6
29265,2001-04,50.8
29385,2001-05,50.9
29505,2001-06,51.1
29625,2001-07,51.4
29745,2001-08,51.5
29865,2001-09,51.6
29985,2001-10,51.6
30105,2001-11,51.9
30225,2001-12,52.0
30345,2002-01,52.3
30465,2002-02,53.1
30585,2002-03,53.6
30705,2002-04,53.9
30825,2002-05,54.7
30945,2002-06,55.1
31065,2002-07,55.4
31185,2002-08,55.6
31305,2002-09,55.8
31425,2002-10,55.9
31545,2002-11,56.7
31665,2002-12,56.9
31785,2003-01,57.1
31905,2003-02,57.5
32025,2003-03,57.5
32145,2003-04,57.5
32265,2003-05,57.6
32385,2003-06,57.7
32505,2003-07,57.7
32625,2003-08,57.7
32745,2003-09,58.7
32865,2003-10,59.2
32985,2003-11,59.4
33105,2003-12,59.4
33225,2004-01,59.5
33345,2004-02,59.4
33465,2004-03,59.5
33585,2004-04,59.8
33705,2004-05,60.1
33825,2004-06,60.5
33945,2004-07,60.6
34065,2004-08,60.7
34185,2004-09,61.1
34305,2004-10,61.5
34425,2004-11,62.0
34545,2004-12,62.0
34665,2005-01,62.1
34785,2005-02,62.6
34905,2005-03,62.8
35025,2005-04,62.9
35145,2005-05,63.0
35265,2005-06,64.1
35385,2005-07,64.5
35505,2005-08,64.9
35625,2005-09,65.8
35745,2005-10,66.5
35865,2005-11,67.1
35985,2005-12,67.9
36105,2006-01,69.6
36225,2006-02,70.4
36345,2006-03,71.7
36465,2006-04,74.5
36585,2006-05,78.4
36705,2006-06,82.1
36825,2006-07,83.7
36945,2006-08,89.4
37065,2006-09,91.9
37185,2006-10,93.9
37305,2006-11,95.9
37425,2006-12,96.1
37545,2007-01,97.6
37665,2007-02,100.3
37785,2007-03,100.3
37905,2007-04,104.7
38025,2007-05,107.4
38145,2007-06,108.3
38265,2007-07,115.9
38385,2007-08,116.3
38505,2007-09,116.3
38625,2007-10,116.7
38745,2007-11,116.7
38865,2007-12,116.7
38985,2008-01,116.2
39105,2008-02,115.1
39225,2008-03,113.8
39345,2008-04,113.1
39465,2008-05,110.9
39585,2008-06,110.0
39705,2008-07,109.8
39825,2008-08,109.7
39945,2008-09,109.6
40065,2008-10,107.8
40185,2008-11,107.5
40305,2008-12,107.1
40425,2009-01,104.1
40545,2009-02,101.0
40665,2009-03,99.8
40785,2009-04,98.9
40905,2009-05,98.0
41025,2009-06,97.2
41145,2009-07,97.6
41265,2009-08,97.2
41385,2009-09,97.2
41505,2009-10,96.9
41625,2009-11,97.0
41745,2009-12,97.1
41865,2010-01,97.4
41985,2010-02,97.7
42105,2010-03,97.4
42225,2010-04,97.9
42345,2010-05,97.9
42465,2010-06,97.7
42585,2010-07,97.7
42705,2010-08,97.8
42825,2010-09,97.8
42945,2010-10,97.8
43065,2010-11,97.9
43185,2010-12,97.7
43305,2011-01,97.7
43425,2011-02,98.8
43545,2011-03,98.6
43665,2011-04,98.3
43785,2011-05,98.6
43905,2011-06,98.8
44025,2011-07,98.8
44145,2011-08,98.6
44265,2011-09,98.4
44385,2011-10,98.9
44505,2011-11,99.0
44625,2011-12,99.0
44745,2012-01,99.0
44865,2012-02,98.9
44985,2012-03,99.3
45105,2012-04,99.7
45225,2012-05,99.6
45345,2012-06,99.7
45465,2012-07,99.6
45585,2012-08,99.5
45705,2012-09,99.7
45825,2012-10,99.7
45945,2012-11,99.8
46065,2012-12,100.0
46185,2013-01,99.9
46305,2013-02,99.9
46425,2013-03,99.9
46545,2013-04,100.1
46665,2013-05,99.9
46785,2013-06,100.2
46905,2013-07,100.1
47025,2013-08,100.3
47145,2013-09,99.9
47265,2013-10,99.9
47385,2013-11,99.8
47505,2013-12,99.8
47625,2014-01,99.7
47745,2014-02,99.8
47865,2014-03,99.8
47985,2014-04,99.6
48105,2014-05,99.9
48225,2014-06,100.0
48345,2014-07,100.0
48465,2014-08,100.2
48585,2014-09,100.5
48705,2014-10,100.5
48825,2014-11,100.5
48945,2014-12,100.5
49065,2015-01,100.3
49185,2015-02,100.5
49305,2015-03,100.4
49425,2015-04,100.4
49545,2015-05,100.5
49665,2015-06,100.4
49785,2015-07,100.4
49905,2015-08,100.4
50025,2015-09,100.4
50145,2015-10,100.8
50265,2015-11,100.7
50385,2015-12,100.7
50505,2016-01,100.6
50625,2016-02,100.6
50745,2016-03,100.6
50865,2016-04,100.6
50985,2016-05,100.6
51105,2016-06,100.2
51225,2016-07,100.3
51345,2016-08,100.2
51465,2016-09,99.9
51585,2016-10,99.9
51705,2016-11,99.8
51825,2016-12,100.0
51945,2017-01,100.0
52065,2017-02,100.2
52185,2017-03,100.2
52305,2017-04,100.0
52425,2017-05,100.0
52545,2017-06,99.8
52665,2017-07,99.8
52785,2017-08,99.9
52905,2017-09,99.8
53025,2017-10,99.8
53145,2017-11,100.0
53265,2017-12,99.9
53385,2018-01,99.8
53505,2018-02,99.6
53625,2018-03,99.7
53745,2018-04,99.6
53865,2018-05,99.6
53985,2018-06,99.8
54105,2018-07,99.8
54225,2018-08,99.3
54345,2018-09,99.3
54465,2018-10,99.4
54585,2018-11,99.3
54705,2018-12,99.4
54825,2019-01,99.3
54945,2019-02,99.2
55065,2019-03,99.0
55185,2019-04,99.0
55305,2019-05,98.7
55425,2019-06,98.6
55545,2019-07,97.8
55665,2019-08,97.9
55785,2019-09,98.1
55905,2019-10,97.8
56025,2019-11,96.8
56145,2019-12,97.2
56265,2020-01,97.6
56385,2020-02,97.5
56505,2020-03,97.8
56625,2020-04,97.5
56745,2020-05,97.6
56865,2020-06,97.4
56985,2020-07,97.2
57105,2020-08,97.2
57225,2020-09,97.5
57345,2020-10,97.8
57465,2020-11,98.4
57585,2020-12,98.2
57705,2021-01,98.3
57825,2021-02,99.1
57945,2021-03,100.1
58065,2021-04,100.5
58185,2021-05,102.7
58305,2021-06,103.3
58425,2021-07,104.3
58545,2021-08,103.8
58665,2021-09,103.5
58785,2021-10,103.3
58905,2021-11,103.0
59025,2021-12,103.3
59145,2022-01,104.5
59265,2022-02,107.3
59385,2022-03,108.9
59505,2022-04,109.4
59625,2022-05,110.7
59745,2022-06,110.8
59865,2022-07,110.5
59985,2022-08,110.6
60105,2022-09,110.8
60225,2022-10,110.1
60345,2022-11,109.7
60465,2022-12,109.5
