,REF_DATE,VALUE
29016,2001-02,46.7
29136,2001-03,47.4
29256,2001-04,47.4
29376,2001-05,47.4
29496,2001-06,47.6
29616,2001-07,47.6
29736,2001-08,47.6
29856,2001-09,47.6
29976,2001-10,47.6
30096,2001-11,47.6
30216,2001-12,47.7
30336,2002-01,47.7
30456,2002-02,47.7
30576,2002-03,48.1
30696,2002-04,48.1
30816,2002-05,48.1
30936,2002-06,48.2
31056,2002-07,48.2
31176,2002-08,48.2
31296,2002-09,48.2
31416,2002-10,48.2
31536,2002-11,48.2
31656,2002-12,48.2
31776,2003-01,48.2
31896,2003-02,48.2
32016,2003-03,48.8
32136,2003-04,49.0
32256,2003-05,49.0
32376,2003-06,49.4
32496,2003-07,49.4
32616,2003-08,49.8
32736,2003-09,50.5
32856,2003-10,50.5
32976,2003-11,50.5
33096,2003-12,50.5
33216,2004-01,50.5
33336,2004-02,50.5
33456,2004-03,51.1
33576,2004-04,51.1
33696,2004-05,51.1
33816,2004-06,52.1
33936,2004-07,52.1
34056,2004-08,52.1
34176,2004-09,53.9
34296,2004-10,53.9
34416,2004-11,53.9
34536,2004-12,54.0
34656,2005-01,54.0
34776,2005-02,54.0
34896,2005-03,55.0
35016,2005-04,55.0
35136,2005-05,55.0
35256,2005-06,54.9
35376,2005-07,54.9
35496,2005-08,54.9
35616,2005-09,55.9
35736,2005-10,55.9
35856,2005-11,55.9
35976,2005-12,55.9
36096,2006-01,55.9
36216,2006-02,55.9
36336,2006-03,58.4
36456,2006-04,58.6
36576,2006-05,58.6
36696,2006-06,59.6
36816,2006-07,60.1
36936,2006-08,60.1
37056,2006-09,63.0
37176,2006-10,63.0
37296,2006-11,63.0
37416,2006-12,64.9
37536,2007-01,64.9
37656,2007-02,64.9
37776,2007-03,71.7
37896,2007-04,73.2
38016,2007-05,81.2
38136,2007-06,88.4
38256,2007-07,91.1
38376,2007-08,92.4
38496,2007-09,92.6
38616,2007-10,93.2
38736,2007-11,93.2
38856,2007-12,94.1
38976,2008-01,98.4
39096,2008-02,102.7
39216,2008-03,104.8
39336,2008-04,105.2
39456,2008-05,105.8
39576,2008-06,102.8
39696,2008-07,103.0
39816,2008-08,99.8
39936,2008-09,97.6
40056,2008-10,96.1
40176,2008-11,95.6
40296,2008-12,95.0
40416,2009-01,95.7
40536,2009-02,93.7
40656,2009-03,93.1
40776,2009-04,92.7
40896,2009-05,91.6
41016,2009-06,92.1
41136,2009-07,92.1
41256,2009-08,92.2
41376,2009-09,92.6
41496,2009-10,92.9
41616,2009-11,92.8
41736,2009-12,93.1
41856,2010-01,93.5
41976,2010-02,94.3
42096,2010-03,94.8
42216,2010-04,95.6
42336,2010-05,95.7
42456,2010-06,95.7
42576,2010-07,95.7
42696,2010-08,95.7
42816,2010-09,95.7
42936,2010-10,96.5
43056,2010-11,96.5
43176,2010-12,96.5
