,REF_DATE,VALUE
29028,2001-02,73.8
29148,2001-03,74.0
29268,2001-04,74.0
29388,2001-05,74.2
29508,2001-06,74.3
29628,2001-07,74.6
29748,2001-08,74.8
29868,2001-09,75.0
29988,2001-10,75.3
30108,2001-11,75.4
30228,2001-12,75.4
30348,2002-01,75.6
30468,2002-02,75.7
30588,2002-03,76.0
30708,2002-04,76.2
30828,2002-05,76.5
30948,2002-06,76.5
31068,2002-07,76.5
31188,2002-08,76.5
31308,2002-09,76.7
31428,2002-10,77.1
31548,2002-11,77.2
31668,2002-12,77.2
31788,2003-01,77.4
31908,2003-02,78.1
32028,2003-03,78.3
32148,2003-04,78.6
32268,2003-05,79.2
32388,2003-06,79.4
32508,2003-07,79.6
32628,2003-08,79.6
32748,2003-09,79.7
32868,2003-10,80.2
32988,2003-11,80.5
33108,2003-12,80.6
33228,2004-01,81.7
33348,2004-02,81.9
33468,2004-03,82.3
33588,2004-04,82.7
33708,2004-05,83.4
33828,2004-06,83.5
33948,2004-07,83.7
34068,2004-08,84.2
34188,2004-09,84.3
34308,2004-10,84.4
34428,2004-11,84.7
34548,2004-12,85.0
34668,2005-01,85.0
34788,2005-02,85.2
34908,2005-03,85.3
35028,2005-04,86.4
35148,2005-05,87.6
35268,2005-06,87.7
35388,2005-07,88.1
35508,2005-08,88.5
35628,2005-09,88.8
35748,2005-10,88.8
35868,2005-11,89.0
35988,2005-12,89.2
36108,2006-01,90.1
36228,2006-02,90.8
36348,2006-03,91.1
36468,2006-04,91.9
36588,2006-05,92.1
36708,2006-06,92.3
36828,2006-07,92.7
36948,2006-08,94.8
37068,2006-09,95.3
37188,2006-10,95.7
37308,2006-11,95.8
37428,2006-12,95.7
37548,2007-01,95.7
37668,2007-02,95.7
37788,2007-03,96.7
37908,2007-04,97.3
38028,2007-05,99.5
38148,2007-06,100.3
38268,2007-07,100.4
38388,2007-08,100.5
38508,2007-09,100.5
38628,2007-10,101.1
38748,2007-11,101.4
38868,2007-12,101.4
38988,2008-01,101.5
39108,2008-02,101.6
39228,2008-03,102.2
39348,2008-04,102.2
39468,2008-05,101.9
39588,2008-06,101.9
39708,2008-07,101.9
39828,2008-08,101.8
39948,2008-09,101.8
40068,2008-10,100.6
40188,2008-11,99.0
40308,2008-12,99.0
40428,2009-01,98.1
40548,2009-02,95.4
40668,2009-03,94.3
40788,2009-04,93.3
40908,2009-05,93.6
41028,2009-06,92.8
41148,2009-07,93.4
41268,2009-08,93.6
41388,2009-09,94.8
41508,2009-10,95.3
41628,2009-11,95.6
41748,2009-12,96.1
41868,2010-01,96.5
41988,2010-02,97.0
42108,2010-03,97.5
42228,2010-04,97.8
42348,2010-05,98.0
42468,2010-06,97.9
42588,2010-07,97.2
42708,2010-08,97.2
42828,2010-09,96.8
42948,2010-10,96.8
43068,2010-11,96.6
43188,2010-12,96.5
43308,2011-01,96.6
43428,2011-02,96.6
43548,2011-03,96.8
43668,2011-04,96.9
43788,2011-05,97.1
43908,2011-06,97.1
44028,2011-07,97.1
44148,2011-08,96.7
44268,2011-09,96.8
44388,2011-10,96.6
44508,2011-11,96.3
44628,2011-12,96.1
44748,2012-01,96.3
44868,2012-02,96.2
44988,2012-03,96.0
45108,2012-04,96.0
45228,2012-05,96.0
45348,2012-06,96.1
45468,2012-07,96.1
45588,2012-08,96.0
45708,2012-09,95.9
45828,2012-10,96.1
45948,2012-11,95.7
46068,2012-12,95.4
46188,2013-01,95.3
46308,2013-02,95.4
46428,2013-03,95.2
46548,2013-04,95.3
46668,2013-05,95.1
46788,2013-06,94.9
46908,2013-07,95.1
47028,2013-08,94.8
47148,2013-09,94.8
47268,2013-10,94.6
47388,2013-11,94.5
47508,2013-12,94.3
47628,2014-01,94.3
47748,2014-02,94.3
47868,2014-03,94.2
47988,2014-04,93.9
48108,2014-05,93.7
48228,2014-06,93.6
48348,2014-07,93.5
48468,2014-08,93.7
48588,2014-09,93.7
48708,2014-10,94.0
48828,2014-11,93.8
48948,2014-12,93.8
49068,2015-01,93.6
49188,2015-02,93.6
49308,2015-03,93.6
49428,2015-04,94.2
49548,2015-05,94.2
49668,2015-06,94.4
49788,2015-07,94.7
49908,2015-08,94.7
50028,2015-09,95.1
50148,2015-10,95.3
50268,2015-11,95.8
50388,2015-12,95.9
50508,2016-01,96.3
50628,2016-02,97.1
