,REF_DATE,VALUE
28953,2001-02,59.0
29073,2001-03,59.0
29193,2001-04,59.0
29313,2001-05,59.0
29433,2001-06,59.8
29553,2001-07,59.8
29673,2001-08,59.7
29793,2001-09,59.9
29913,2001-10,59.6
30033,2001-11,59.6
30153,2001-12,59.6
30273,2002-01,60.0
30393,2002-02,60.4
30513,2002-03,60.6
30633,2002-04,61.0
30753,2002-05,61.3
30873,2002-06,61.5
30993,2002-07,61.5
31113,2002-08,62.3
31233,2002-09,62.7
31353,2002-10,63.5
31473,2002-11,64.3
31593,2002-12,64.3
31713,2003-01,65.1
31833,2003-02,66.1
31953,2003-03,66.2
32073,2003-04,66.9
32193,2003-05,67.0
32313,2003-06,67.0
32433,2003-07,67.0
32553,2003-08,68.1
32673,2003-09,69.0
32793,2003-10,69.1
32913,2003-11,70.0
33033,2003-12,70.0
33153,2004-01,70.4
33273,2004-02,70.5
33393,2004-03,70.8
33513,2004-04,71.3
33633,2004-05,71.8
33753,2004-06,71.8
33873,2004-07,71.8
33993,2004-08,72.2
34113,2004-09,72.2
34233,2004-10,72.4
34353,2004-11,72.8
34473,2004-12,72.8
34593,2005-01,73.1
34713,2005-02,73.5
34833,2005-03,73.5
34953,2005-04,73.9
35073,2005-05,74.2
35193,2005-06,74.2
35313,2005-07,74.2
35433,2005-08,75.8
35553,2005-09,75.8
35673,2005-10,76.2
35793,2005-11,76.8
35913,2005-12,76.8
36033,2006-01,77.2
36153,2006-02,78.4
36273,2006-03,78.4
36393,2006-04,78.4
36513,2006-05,78.8
36633,2006-06,79.1
36753,2006-07,79.1
36873,2006-08,79.1
36993,2006-09,79.1
37113,2006-10,79.2
37233,2006-11,79.2
37353,2006-12,79.2
37473,2007-01,79.2
37593,2007-02,81.3
37713,2007-03,81.4
37833,2007-04,81.4
37953,2007-05,81.5
38073,2007-06,81.5
38193,2007-07,81.5
38313,2007-08,82.1
38433,2007-09,82.1
38553,2007-10,82.3
38673,2007-11,83.9
38793,2007-12,83.9
38913,2008-01,84.1
39033,2008-02,84.5
39153,2008-03,84.5
39273,2008-04,85.4
39393,2008-05,85.7
39513,2008-06,85.9
39633,2008-07,85.9
39753,2008-08,87.1
39873,2008-09,87.1
39993,2008-10,87.1
40113,2008-11,88.4
40233,2008-12,88.4
40353,2009-01,88.9
40473,2009-02,91.3
40593,2009-03,91.4
40713,2009-04,91.4
40833,2009-05,91.8
40953,2009-06,91.8
41073,2009-07,91.8
41193,2009-08,92.6
41313,2009-09,92.6
41433,2009-10,93.7
41553,2009-11,94.5
41673,2009-12,94.5
41793,2010-01,94.5
41913,2010-02,94.5
42033,2010-03,94.5
42153,2010-04,94.7
42273,2010-05,95.3
42393,2010-06,95.4
42513,2010-07,95.4
42633,2010-08,95.4
42753,2010-09,95.3
42873,2010-10,95.6
42993,2010-11,95.9
43113,2010-12,95.5
43233,2011-01,96.0
43353,2011-02,96.6
43473,2011-03,96.0
43593,2011-04,96.0
43713,2011-05,96.0
43833,2011-06,96.3
43953,2011-07,96.3
44073,2011-08,96.6
44193,2011-09,96.7
44313,2011-10,96.8
44433,2011-11,97.4
44553,2011-12,97.6
44673,2012-01,97.7
44793,2012-02,98.4
44913,2012-03,98.9
45033,2012-04,99.0
45153,2012-05,99.1
