,REF_DATE,VALUE
29022,2001-02,43.2
29142,2001-03,43.3
29262,2001-04,43.3
29382,2001-05,43.3
29502,2001-06,43.7
29622,2001-07,43.9
29742,2001-08,43.9
29862,2001-09,44.1
29982,2001-10,44.2
30102,2001-11,44.4
30222,2001-12,44.5
30342,2002-01,44.7
30462,2002-02,44.9
30582,2002-03,45.4
30702,2002-04,45.6
30822,2002-05,45.9
30942,2002-06,46.1
31062,2002-07,46.2
31182,2002-08,46.4
31302,2002-09,46.5
31422,2002-10,46.7
31542,2002-11,46.9
31662,2002-12,47.2
31782,2003-01,47.3
31902,2003-02,47.5
32022,2003-03,47.8
32142,2003-04,47.9
32262,2003-05,48.1
32382,2003-06,48.4
32502,2003-07,48.4
32622,2003-08,48.5
32742,2003-09,48.8
32862,2003-10,49.2
32982,2003-11,49.5
33102,2003-12,50.0
33222,2004-01,50.1
33342,2004-02,50.2
33462,2004-03,50.5
33582,2004-04,50.7
33702,2004-05,50.9
33822,2004-06,51.2
33942,2004-07,51.3
34062,2004-08,51.5
34182,2004-09,51.7
34302,2004-10,51.8
34422,2004-11,51.8
34542,2004-12,51.9
34662,2005-01,52.0
34782,2005-02,52.3
34902,2005-03,52.4
35022,2005-04,52.8
35142,2005-05,53.1
35262,2005-06,53.7
35382,2005-07,53.7
35502,2005-08,54.0
35622,2005-09,55.0
35742,2005-10,56.8
35862,2005-11,58.8
35982,2005-12,61.6
36102,2006-01,62.8
36222,2006-02,64.2
36342,2006-03,68.0
36462,2006-04,71.2
36582,2006-05,75.0
36702,2006-06,80.2
36822,2006-07,83.8
36942,2006-08,86.8
37062,2006-09,87.6
37182,2006-10,87.2
37302,2006-11,88.2
37422,2006-12,87.7
37542,2007-01,88.4
37662,2007-02,88.4
37782,2007-03,88.9
37902,2007-04,90.6
38022,2007-05,91.5
38142,2007-06,92.0
38262,2007-07,92.1
38382,2007-08,92.1
38502,2007-09,92.8
38622,2007-10,92.6
38742,2007-11,92.5
38862,2007-12,93.0
38982,2008-01,93.3
39102,2008-02,93.0
39222,2008-03,93.6
39342,2008-04,92.9
39462,2008-05,92.1
39582,2008-06,92.0
39702,2008-07,91.8
39822,2008-08,91.1
39942,2008-09,91.7
40062,2008-10,91.2
40182,2008-11,90.2
40302,2008-12,89.1
40422,2009-01,87.2
40542,2009-02,86.5
40662,2009-03,85.5
40782,2009-04,84.8
40902,2009-05,84.8
41022,2009-06,84.7
41142,2009-07,85.1
41262,2009-08,85.3
41382,2009-09,85.8
41502,2009-10,86.1
41622,2009-11,86.4
41742,2009-12,86.3
41862,2010-01,86.7
41982,2010-02,86.8
42102,2010-03,87.2
42222,2010-04,87.2
42342,2010-05,87.5
42462,2010-06,87.5
42582,2010-07,87.4
42702,2010-08,87.4
42822,2010-09,87.6
42942,2010-10,87.1
43062,2010-11,87.1
43182,2010-12,87.3
43302,2011-01,87.5
43422,2011-02,87.1
43542,2011-03,87.0
43662,2011-04,87.0
43782,2011-05,87.4
43902,2011-06,87.1
44022,2011-07,86.7
44142,2011-08,86.8
44262,2011-09,87.2
44382,2011-10,87.3
44502,2011-11,87.0
44622,2011-12,87.1
44742,2012-01,87.4
44862,2012-02,87.5
44982,2012-03,87.8
45102,2012-04,87.9
45222,2012-05,88.1
45342,2012-06,88.6
45462,2012-07,88.7
45582,2012-08,89.0
45702,2012-09,89.1
45822,2012-10,89.4
45942,2012-11,89.4
46062,2012-12,89.8
46182,2013-01,90.3
46302,2013-02,91.2
46422,2013-03,91.6
46542,2013-04,92.0
46662,2013-05,92.8
46782,2013-06,93.3
46902,2013-07,93.8
47022,2013-08,94.4
47142,2013-09,94.8
47262,2013-10,94.9
47382,2013-11,95.2
47502,2013-12,95.4
47622,2014-01,96.6
47742,2014-02,97.5
47862,2014-03,98.4
47982,2014-04,99.0
48102,2014-05,99.8
48222,2014-06,100.1
48342,2014-07,100.3
