,REF_DATE,VALUE
28989,2001-02,
29109,2001-03,
29229,2001-04,
29349,2001-05,
29469,2001-06,
29589,2001-07,
29709,2001-08,
29829,2001-09,
29949,2001-10,
30069,2001-11,
30189,2001-12,
30309,2002-01,
30429,2002-02,
30549,2002-03,
30669,2002-04,
30789,2002-05,
30909,2002-06,
31029,2002-07,
31149,2002-08,
31269,2002-09,
31389,2002-10,
31509,2002-11,
31629,2002-12,
31749,2003-01,
31869,2003-02,
31989,2003-03,
32109,2003-04,
32229,2003-05,
32349,2003-06,
32469,2003-07,
32589,2003-08,
32709,2003-09,
32829,2003-10,
32949,2003-11,
33069,2003-12,
33189,2004-01,
33309,2004-02,
33429,2004-03,
33549,2004-04,
33669,2004-05,
33789,2004-06,
33909,2004-07,
34029,2004-08,
34149,2004-09,
34269,2004-10,
34389,2004-11,
34509,2004-12,
34629,2005-01,
34749,2005-02,
34869,2005-03,
34989,2005-04,
35109,2005-05,
35229,2005-06,
35349,2005-07,
35469,2005-08,
35589,2005-09,
35709,2005-10,
35829,2005-11,
35949,2005-12,
36069,2006-01,
36189,2006-02,
36309,2006-03,
36429,2006-04,
36549,2006-05,
36669,2006-06,
36789,2006-07,
36909,2006-08,
37029,2006-09,
37149,2006-10,
37269,2006-11,
37389,2006-12,
37509,2007-01,
37629,2007-02,
37749,2007-03,
37869,2007-04,
37989,2007-05,
38109,2007-06,
38229,2007-07,
38349,2007-08,
38469,2007-09,
38589,2007-10,
38709,2007-11,
38829,2007-12,
38949,2008-01,
39069,2008-02,
39189,2008-03,
39309,2008-04,
39429,2008-05,
39549,2008-06,
39669,2008-07,
39789,2008-08,
39909,2008-09,
40029,2008-10,
40149,2008-11,
40269,2008-12,
40389,2009-01,
40509,2009-02,
40629,2009-03,
40749,2009-04,
40869,2009-05,
40989,2009-06,
41109,2009-07,
41229,2009-08,
41349,2009-09,
41469,2009-10,
41589,2009-11,
41709,2009-12,
41829,2010-01,
41949,2010-02,
42069,2010-03,
42189,2010-04,
42309,2010-05,
42429,2010-06,
42549,2010-07,
42669,2010-08,
42789,2010-09,
42909,2010-10,
43029,2010-11,
43149,2010-12,
43269,2011-01,
43389,2011-02,
43509,2011-03,
43629,2011-04,
43749,2011-05,
43869,2011-06,
43989,2011-07,
44109,2011-08,
44229,2011-09,
44349,2011-10,
44469,2011-11,
44589,2011-12,
44709,2012-01,
44829,2012-02,
44949,2012-03,
45069,2012-04,
45189,2012-05,
45309,2012-06,
45429,2012-07,
45549,2012-08,
45669,2012-09,
45789,2012-10,
45909,2012-11,
46029,2012-12,
46149,2013-01,
46269,2013-02,
46389,2013-03,
46509,2013-04,
46629,2013-05,
46749,2013-06,
46869,2013-07,
46989,2013-08,
47109,2013-09,
47229,2013-10,
47349,2013-11,
47469,2013-12,
47589,2014-01,
47709,2014-02,
47829,2014-03,
47949,2014-04,
48069,2014-05,
48189,2014-06,
48309,2014-07,
48429,2014-08,
48549,2014-09,
48669,2014-10,
48789,2014-11,
48909,2014-12,
49029,2015-01,
49149,2015-02,
49269,2015-03,
49389,2015-04,
49509,2015-05,
49629,2015-06,
49749,2015-07,
49869,2015-08,
49989,2015-09,
50109,2015-10,
50229,2015-11,
50349,2015-12,
50469,2016-01,
50589,2016-02,
50709,2016-03,
50829,2016-04,
50949,2016-05,
51069,2016-06,
51189,2016-07,
51309,2016-08,
51429,2016-09,
51549,2016-10,
51669,2016-11,
51789,2016-12,100.0
51909,2017-01,100.4
52029,2017-02,101.8
52149,2017-03,102.7
52269,2017-04,102.7
52389,2017-05,104.4
52509,2017-06,104.4
52629,2017-07,104.4
52749,2017-08,104.4
52869,2017-09,104.4
52989,2017-10,104.4
53109,2017-11,104.5
53229,2017-12,104.6
53349,2018-01,104.6
53469,2018-02,104.6
53589,2018-03,104.7
53709,2018-04,104.7
53829,2018-05,105.0
53949,2018-06,105.0
54069,2018-07,105.0
54189,2018-08,105.0
54309,2018-09,105.0
54429,2018-10,105.1
54549,2018-11,105.0
54669,2018-12,105.1
54789,2019-01,105.1
54909,2019-02,105.0
55029,2019-03,104.9
55149,2019-04,104.9
55269,2019-05,105.3
55389,2019-06,105.5
55509,2019-07,105.8
55629,2019-08,105.8
55749,2019-09,105.8
55869,2019-10,106.6
55989,2019-11,107.0
56109,2019-12,107.0
56229,2020-01,107.0
56349,2020-02,107.2
56469,2020-03,107.9
56589,2020-04,108.5
56709,2020-05,108.8
56829,2020-06,109.3
56949,2020-07,110.0
57069,2020-08,110.3
57189,2020-09,112.2
57309,2020-10,113.2
57429,2020-11,114.4
57549,2020-12,114.5
57669,2021-01,114.6
57789,2021-02,119.0
57909,2021-03,119.4
58029,2021-04,120.4
58149,2021-05,120.4
58269,2021-06,123.0
58389,2021-07,123.0
58509,2021-08,123.0
58629,2021-09,123.3
58749,2021-10,123.3
58869,2021-11,123.9
58989,2021-12,124.0
59109,2022-01,124.0
59229,2022-02,124.0
59349,2022-03,124.0
59469,2022-04,124.0
59589,2022-05,124.0
59709,2022-06,124.0
59829,2022-07,124.0
59949,2022-08,124.0
60069,2022-09,124.0
60189,2022-10,124.0
60309,2022-11,124.0
60429,2022-12,124.0
