,REF_DATE,VALUE
28971,2001-02,65.5
28972,2001-02,62.9
28973,2001-02,80.2
29091,2001-03,65.7
29092,2001-03,63.2
29093,2001-03,80.2
29211,2001-04,66.0
29212,2001-04,63.6
29213,2001-04,80.2
29331,2001-05,66.5
29332,2001-05,64.1
29333,2001-05,80.6
29451,2001-06,66.5
29452,2001-06,64.1
29453,2001-06,80.6
29571,2001-07,66.8
29572,2001-07,64.5
29573,2001-07,80.6
29691,2001-08,66.9
29692,2001-08,64.6
29693,2001-08,80.6
29811,2001-09,66.9
29812,2001-09,64.6
29813,2001-09,80.6
29931,2001-10,67.4
29932,2001-10,65.1
29933,2001-10,80.6
30051,2001-11,67.5
30052,2001-11,65.2
30053,2001-11,80.6
30171,2001-12,68.1
30172,2001-12,66.0
30173,2001-12,80.0
30291,2002-01,69.0
30292,2002-01,67.1
30293,2002-01,80.0
30411,2002-02,69.3
30412,2002-02,67.5
30413,2002-02,80.0
30531,2002-03,69.7
30532,2002-03,68.0
30533,2002-03,80.0
30651,2002-04,71.3
30652,2002-04,70.0
30653,2002-04,79.9
30771,2002-05,71.8
30772,2002-05,70.6
30773,2002-05,79.9
30891,2002-06,72.0
30892,2002-06,70.8
30893,2002-06,79.9
31011,2002-07,71.9
31012,2002-07,70.7
31013,2002-07,79.9
31131,2002-08,72.5
31132,2002-08,71.4
31133,2002-08,79.9
31251,2002-09,72.5
31252,2002-09,71.4
31253,2002-09,79.9
31371,2002-10,73.5
31372,2002-10,72.5
31373,2002-10,79.9
31491,2002-11,73.4
31492,2002-11,72.5
31493,2002-11,79.9
31611,2002-12,73.5
31612,2002-12,72.5
31613,2002-12,80.3
31731,2003-01,73.5
31732,2003-01,72.5
31733,2003-01,80.3
31851,2003-02,73.8
31852,2003-02,72.8
31853,2003-02,80.3
31971,2003-03,73.6
31972,2003-03,72.6
31973,2003-03,80.3
32091,2003-04,73.6
32092,2003-04,72.7
32093,2003-04,80.3
32211,2003-05,73.7
32212,2003-05,72.8
32213,2003-05,80.3
32331,2003-06,74.1
32332,2003-06,73.2
32333,2003-06,80.3
32451,2003-07,74.1
32452,2003-07,73.2
32453,2003-07,80.3
32571,2003-08,74.1
32572,2003-08,73.3
32573,2003-08,80.3
32691,2003-09,74.9
32692,2003-09,73.9
32693,2003-09,82.0
32811,2003-10,75.4
32812,2003-10,74.6
32813,2003-10,82.0
32931,2003-11,75.9
32932,2003-11,75.1
32933,2003-11,82.0
33051,2003-12,76.0
33052,2003-12,75.3
33053,2003-12,82.0
33171,2004-01,76.3
33172,2004-01,75.6
33173,2004-01,82.0
33291,2004-02,76.9
33292,2004-02,76.4
33293,2004-02,82.0
33411,2004-03,77.5
33412,2004-03,77.1
33413,2004-03,82.0
33531,2004-04,78.5
33532,2004-04,77.7
33533,2004-04,84.4
33651,2004-05,78.9
33652,2004-05,78.0
33653,2004-05,86.0
33771,2004-06,79.8
33772,2004-06,78.8
33773,2004-06,87.8
33891,2004-07,79.9
33892,2004-07,78.8
33893,2004-07,87.8
34011,2004-08,80.4
34012,2004-08,79.2
34013,2004-08,89.1
34131,2004-09,80.4
34132,2004-09,79.2
34133,2004-09,89.1
34251,2004-10,80.9
34252,2004-10,79.8
34253,2004-10,89.1
34371,2004-11,80.9
34372,2004-11,79.8
34373,2004-11,89.1
34491,2004-12,81.2
34492,2004-12,80.2
34493,2004-12,89.1
34611,2005-01,81.7
34612,2005-01,80.7
34613,2005-01,89.1
34731,2005-02,81.8
34732,2005-02,80.9
34733,2005-02,89.1
34851,2005-03,82.0
34852,2005-03,81.2
34853,2005-03,89.1
34971,2005-04,82.0
34972,2005-04,81.1
34973,2005-04,89.1
35091,2005-05,82.4
35092,2005-05,81.5
35093,2005-05,89.1
35211,2005-06,82.6
35212,2005-06,81.8
35213,2005-06,89.1
35331,2005-07,83.4
35332,2005-07,82.9
35333,2005-07,89.1
35451,2005-08,83.4
35452,2005-08,82.9
35453,2005-08,89.1
35571,2005-09,83.7
35572,2005-09,83.2
35573,2005-09,89.1
35691,2005-10,84.4
35692,2005-10,84.0
35693,2005-10,89.1
35811,2005-11,84.0
35812,2005-11,83.6
35813,2005-11,89.1
35931,2005-12,84.0
35932,2005-12,83.6
35933,2005-12,89.1
36051,2006-01,84.2
36052,2006-01,83.8
36053,2006-01,89.1
36171,2006-02,84.3
36172,2006-02,83.8
36173,2006-02,89.1
36291,2006-03,84.3
36292,2006-03,83.9
36293,2006-03,89.1
36411,2006-04,84.6
36412,2006-04,84.3
36413,2006-04,89.1
36531,2006-05,85.1
36532,2006-05,84.9
36533,2006-05,89.2
36651,2006-06,85.1
36652,2006-06,84.8
36653,2006-06,89.2
36771,2006-07,85.8
36772,2006-07,85.6
36773,2006-07,89.6
36891,2006-08,86.3
36892,2006-08,86.2
36893,2006-08,89.6
37011,2006-09,86.4
37012,2006-09,86.3
37013,2006-09,89.6
37131,2006-10,86.5
37132,2006-10,86.4
37133,2006-10,89.6
37251,2006-11,86.8
37252,2006-11,86.8
37253,2006-11,89.6
37371,2006-12,86.8
37372,2006-12,86.8
37373,2006-12,89.6
37491,2007-01,86.6
37492,2007-01,86.6
37493,2007-01,89.6
37611,2007-02,86.6
37612,2007-02,86.6
37613,2007-02,89.6
37731,2007-03,86.8
37732,2007-03,86.8
37733,2007-03,89.6
37851,2007-04,86.8
37852,2007-04,86.8
37853,2007-04,89.6
37971,2007-05,86.9
37972,2007-05,86.9
37973,2007-05,89.9
38091,2007-06,87.0
38092,2007-06,87.0
38093,2007-06,90.0
38211,2007-07,87.0
38212,2007-07,87.0
38213,2007-07,90.2
38331,2007-08,87.2
38332,2007-08,87.1
38333,2007-08,90.3
38451,2007-09,87.3
38452,2007-09,87.3
38453,2007-09,90.3
38571,2007-10,87.3
38572,2007-10,87.3
38573,2007-10,90.3
38691,2007-11,87.3
38692,2007-11,87.3
38693,2007-11,90.3
38811,2007-12,87.3
38812,2007-12,87.3
38813,2007-12,90.3
38931,2008-01,88.4
38932,2008-01,88.4
38933,2008-01,91.0
39051,2008-02,89.5
39052,2008-02,89.8
39053,2008-02,91.0
39171,2008-03,89.5
39172,2008-03,89.8
39173,2008-03,91.0
39291,2008-04,89.5
39292,2008-04,89.8
39293,2008-04,91.0
39411,2008-05,90.0
39412,2008-05,90.4
39413,2008-05,91.0
39531,2008-06,90.8
39532,2008-06,91.3
39533,2008-06,91.0
39651,2008-07,90.8
39652,2008-07,91.3
39653,2008-07,91.0
39771,2008-08,90.8
39772,2008-08,91.3
39773,2008-08,91.0
39891,2008-09,91.0
39892,2008-09,91.6
39893,2008-09,91.0
40011,2008-10,91.1
40012,2008-10,91.6
40013,2008-10,91.0
40131,2008-11,91.1
40132,2008-11,91.6
40133,2008-11,91.0
40251,2008-12,91.3
40252,2008-12,91.9
40253,2008-12,91.0
40371,2009-01,91.3
40372,2009-01,91.9
40373,2009-01,91.0
40491,2009-02,91.3
40492,2009-02,91.9
40493,2009-02,91.0
40611,2009-03,91.3
40612,2009-03,91.9
40613,2009-03,91.0
40731,2009-04,91.3
40732,2009-04,91.9
40733,2009-04,91.0
40851,2009-05,91.3
40852,2009-05,91.9
40853,2009-05,91.0
40971,2009-06,91.3
40972,2009-06,91.9
40973,2009-06,91.0
41091,2009-07,91.3
41092,2009-07,91.9
41093,2009-07,91.0
41211,2009-08,91.3
41212,2009-08,91.9
41213,2009-08,91.0
41331,2009-09,92.2
41332,2009-09,93.0
41333,2009-09,91.0
41451,2009-10,92.2
41452,2009-10,93.0
41453,2009-10,91.0
41571,2009-11,92.2
41572,2009-11,93.0
41573,2009-11,91.0
41691,2009-12,93.0
41692,2009-12,93.8
41693,2009-12,91.4
41811,2010-01,93.3
41812,2010-01,94.3
41813,2010-01,91.5
41931,2010-02,94.0
41932,2010-02,95.1
41933,2010-02,91.5
42051,2010-03,94.3
42052,2010-03,95.6
42053,2010-03,91.5
42171,2010-04,94.9
42172,2010-04,96.4
42173,2010-04,91.6
42291,2010-05,95.1
42292,2010-05,96.5
42293,2010-05,91.8
42411,2010-06,95.6
42412,2010-06,96.9
42413,2010-06,92.7
42531,2010-07,95.6
42532,2010-07,96.9
42533,2010-07,92.7
42651,2010-08,95.5
42652,2010-08,96.8
42653,2010-08,92.9
42771,2010-09,95.5
42772,2010-09,96.8
42773,2010-09,93.0
42891,2010-10,95.6
42892,2010-10,97.0
42893,2010-10,93.1
43011,2010-11,97.2
43012,2010-11,99.0
43013,2010-11,93.1
43131,2010-12,97.2
43132,2010-12,99.0
43133,2010-12,93.1
43251,2011-01,97.2
43252,2011-01,99.0
43253,2011-01,93.1
43371,2011-02,97.0
43372,2011-02,98.8
43373,2011-02,93.1
43491,2011-03,97.1
43492,2011-03,98.9
43493,2011-03,93.2
43611,2011-04,98.5
43612,2011-04,100.7
43613,2011-04,93.6
43731,2011-05,97.7
43732,2011-05,99.6
43733,2011-05,93.7
43851,2011-06,98.0
43852,2011-06,100.1
43853,2011-06,93.2
43971,2011-07,98.1
43972,2011-07,100.2
43973,2011-07,93.3
44091,2011-08,98.6
44092,2011-08,100.8
44093,2011-08,93.9
44211,2011-09,98.8
44212,2011-09,101.0
44213,2011-09,93.9
44331,2011-10,98.9
44332,2011-10,101.1
44333,2011-10,94.0
44451,2011-11,98.9
