,REF_DATE,VALUE
29007,2001-02,45.8
29008,2001-02,50.5
29009,2001-02,34.8
29127,2001-03,46.2
29128,2001-03,51.1
29129,2001-03,34.8
29247,2001-04,46.2
29248,2001-04,51.1
29249,2001-04,34.8
29367,2001-05,46.2
29368,2001-05,51.1
29369,2001-05,34.8
29487,2001-06,46.2
29488,2001-06,51.1
29489,2001-06,34.8
29607,2001-07,46.2
29608,2001-07,51.1
29609,2001-07,34.8
29727,2001-08,46.2
29728,2001-08,51.1
29729,2001-08,34.8
29847,2001-09,46.3
29848,2001-09,51.2
29849,2001-09,34.8
29967,2001-10,46.3
29968,2001-10,51.2
29969,2001-10,34.8
30087,2001-11,46.6
30088,2001-11,51.5
30089,2001-11,34.8
30207,2001-12,46.7
30208,2001-12,51.5
30209,2001-12,35.2
30327,2002-01,46.7
30328,2002-01,51.6
30329,2002-01,35.2
30447,2002-02,46.8
30448,2002-02,51.7
30449,2002-02,35.2
30567,2002-03,47.0
30568,2002-03,52.0
30569,2002-03,35.4
30687,2002-04,47.1
30688,2002-04,52.2
30689,2002-04,35.4
30807,2002-05,47.1
30808,2002-05,52.2
30809,2002-05,35.4
30927,2002-06,47.4
30928,2002-06,52.5
30929,2002-06,35.4
31047,2002-07,47.5
31048,2002-07,52.6
31049,2002-07,35.4
31167,2002-08,47.5
31168,2002-08,52.6
31169,2002-08,35.4
31287,2002-09,48.0
31288,2002-09,53.3
31289,2002-09,35.4
31407,2002-10,48.0
31408,2002-10,53.3
31409,2002-10,35.4
31527,2002-11,48.1
31528,2002-11,53.6
31529,2002-11,35.4
31647,2002-12,48.1
31648,2002-12,53.6
31649,2002-12,35.4
31767,2003-01,48.2
31768,2003-01,53.6
31769,2003-01,35.6
31887,2003-02,48.5
31888,2003-02,54.0
31889,2003-02,35.6
32007,2003-03,48.9
32008,2003-03,54.2
32009,2003-03,36.4
32127,2003-04,49.0
32128,2003-04,54.2
32129,2003-04,36.6
32247,2003-05,49.0
32248,2003-05,54.2
32249,2003-05,36.6
32367,2003-06,49.2
32368,2003-06,54.6
32369,2003-06,36.6
