,REF_DATE,VALUE
28995,2001-02,92.7
28996,2001-02,96.4
28997,2001-02,84.9
29115,2001-03,92.6
29116,2001-03,96.3
29117,2001-03,84.9
29235,2001-04,92.7
29236,2001-04,96.4
29237,2001-04,84.9
29355,2001-05,92.7
29356,2001-05,96.4
29357,2001-05,84.9
29475,2001-06,92.8
29476,2001-06,96.4
29477,2001-06,84.9
29595,2001-07,92.7
29596,2001-07,96.4
29597,2001-07,84.9
29715,2001-08,92.7
29716,2001-08,96.4
29717,2001-08,84.9
29835,2001-09,92.7
29836,2001-09,96.4
29837,2001-09,84.9
29955,2001-10,92.7
29956,2001-10,96.4
29957,2001-10,84.9
30075,2001-11,92.7
30076,2001-11,96.4
30077,2001-11,84.9
30195,2001-12,92.7
30196,2001-12,96.4
30197,2001-12,84.9
30315,2002-01,92.7
30316,2002-01,96.4
30317,2002-01,84.9
30435,2002-02,93.2
30436,2002-02,96.4
30437,2002-02,86.4
30555,2002-03,93.2
30556,2002-03,96.4
30557,2002-03,86.4
30675,2002-04,93.2
30676,2002-04,96.4
30677,2002-04,86.4
30795,2002-05,93.1
30796,2002-05,96.3
30797,2002-05,86.4
30915,2002-06,93.1
30916,2002-06,96.3
30917,2002-06,86.4
31035,2002-07,93.1
31036,2002-07,96.3
31037,2002-07,86.4
31155,2002-08,93.2
31156,2002-08,96.4
31157,2002-08,86.4
31275,2002-09,93.2
31276,2002-09,96.4
31277,2002-09,86.4
31395,2002-10,93.2
31396,2002-10,96.4
31397,2002-10,86.4
31515,2002-11,93.2
31516,2002-11,96.4
31517,2002-11,86.4
31635,2002-12,93.2
31636,2002-12,96.4
31637,2002-12,86.4
31755,2003-01,93.2
31756,2003-01,96.4
31757,2003-01,86.4
31875,2003-02,93.2
31876,2003-02,96.4
31877,2003-02,86.4
31995,2003-03,93.2
31996,2003-03,96.4
31997,2003-03,86.4
32115,2003-04,93.2
32116,2003-04,96.4
32117,2003-04,86.4
32235,2003-05,93.2
32236,2003-05,96.4
32237,2003-05,86.4
32355,2003-06,93.2
32356,2003-06,96.4
32357,2003-06,86.4
32475,2003-07,93.2
32476,2003-07,96.4
32477,2003-07,86.4
32595,2003-08,93.2
32596,2003-08,96.4
32597,2003-08,86.4
32715,2003-09,93.2
32716,2003-09,96.4
32717,2003-09,86.4
32835,2003-10,93.2
32836,2003-10,96.4
32837,2003-10,86.4
32955,2003-11,93.2
32956,2003-11,96.4
32957,2003-11,86.4
33075,2003-12,93.2
33076,2003-12,96.4
33077,2003-12,86.4
33195,2004-01,93.2
33196,2004-01,96.4
33197,2004-01,86.4
33315,2004-02,93.2
33316,2004-02,96.4
33317,2004-02,86.4
33435,2004-03,93.2
33436,2004-03,96.4
33437,2004-03,86.4
33555,2004-04,93.2
33556,2004-04,96.4
33557,2004-04,86.4
33675,2004-05,93.2
33676,2004-05,96.4
33677,2004-05,86.4
33795,2004-06,93.2
33796,2004-06,96.4
33797,2004-06,86.4
33915,2004-07,93.3
33916,2004-07,96.5
33917,2004-07,86.4
34035,2004-08,93.9
34036,2004-08,96.8
34037,2004-08,87.6
34155,2004-09,94.0
34156,2004-09,97.0
34157,2004-09,87.6
34275,2004-10,94.0
34276,2004-10,97.0
34277,2004-10,87.6
34395,2004-11,94.0
34396,2004-11,97.0
34397,2004-11,87.6
34515,2004-12,94.0
34516,2004-12,97.0
34517,2004-12,87.6
34635,2005-01,95.4
34636,2005-01,97.4
34637,2005-01,91.0
34755,2005-02,96.2
34756,2005-02,97.8
34757,2005-02,92.4
34875,2005-03,95.9
34876,2005-03,97.0
34877,2005-03,93.3
34995,2005-04,95.9
34996,2005-04,97.0
34997,2005-04,93.3
35115,2005-05,96.5
35116,2005-05,97.8
35117,2005-05,93.3
35235,2005-06,96.6
35236,2005-06,98.0
