,PDelta,Date,0,2
0,,2001,0,
1,1751.5151515151501,2002,0,-147.0
2,2483.3333333333344,2003,0,-9160.0
3,3833.3333333333285,2004,0,-10769.0
4,3575.0000000000027,2005,0,-6042.0
5,5850.000000000008,2006,0,-7047.0
6,6500.0,2007,0,-7427.0
7,2233.3333333333344,2008,0,-1576.0
8,-6300.000000000011,2009,0,14221.0
9,3058.333333333337,2010,0,10430.0
10,-299.99999999999716,2011,0,3957.0
11,-516.6666666666657,2012,0,10380.0
12,-983.3333333333343,2013,0,3704.0
13,-1108.33333333332,2014,0,12526.0
14,899.9999999999915,2015,0,2378.0
15,4375.0,2016,0,1422.0
16,6166.6666666666715,2017,0,-8910.0
17,3808.333333333337,2018,0,-7432.0
18,-1500.0,2019,0,5489.0
19,1424.999999999983,2020,0,-13590.0
20,11883.333333333325,2021,0,-29291.0
21,7808.333333333351,2022,0,34918.0
