,PDelta,Date,0,2
0,,2001,0,
1,618.9393939393924,2002,0,-273.0
2,1391.6666666666586,2003,0,-1746.0
3,2708.3333333333358,2004,0,-308.0
4,2916.6666666666642,2005,0,-1165.0
5,4983.333333333341,2006,0,157.0
6,23316.666666666664,2007,0,1171.0
7,17158.333333333332,2008,0,691.0
8,-7683.333333333338,2009,0,2735.0
9,2633.33333333334,2010,0,2705.0
10,1316.6666666666629,2011,0,2023.0
11,2200.0000000000173,2012,0,2793.0
12,1491.6666666666458,2013,0,689.0
13,2375.0,2014,0,436.0
14,-408.3333333333172,2015,0,-193.0
15,-2433.333333333337,2016,0,2110.0
16,-800.0000000000114,2017,0,4229.0
17,-1125.0,2018,0,4310.0
18,-1074.9999999999886,2019,0,4139.0
19,-458.3333333333286,2020,0,3535.0
20,6574.999999999989,2021,0,-1360.0
21,4825.000000000003,2022,0,3294.0
