,PDelta,Date,0,2
0,,2001,0,
1,3017.4242424242548,2001,0,-286290.0
2,6699.999999999989,2002,0,282923.0
3,8516.666666666666,2002,0,-289205.0
4,8075.000000000003,2003,0,283896.0
5,4224.9999999999945,2003,0,-291275.0
6,550.0000000000114,2004,0,285003.0
7,-100.00000000000853,2004,0,-293448.0
8,-8975.00000000001,2005,0,287332.0
9,-2966.6666666666542,2005,0,-295644.0
10,-1608.3333333333344,2006,0,293245.0
11,-2816.666666666677,2006,0,-299339.0
12,-1258.3333333333258,2007,0,295586.0
13,-1024.9999999999914,2007,0,-301414.0
14,-1141.66666666668,2008,0,296600.0
15,2625.0,2008,0,-302987.0
16,3658.3333333333458,2009,0,298031.0
17,1183.333333333323,2009,0,-307945.0
18,-849.9999999999943,2010,0,298443.0
19,2150.0000000000055,2010,0,-313197.0
20,10399.99999999999,2011,0,298195.0
21,10416.666666666672,2011,0,-310747.0
