,PDelta,Date,0,2
0,,2001,0,
1,2495.4545454545423,2002,0,-2468.0
2,5675.000000000005,2003,0,-6738.0
3,4108.333333333334,2004,0,-6350.0
4,3099.9999999999945,2005,0,-7656.0
5,3933.333333333337,2006,0,-5573.0
6,3075.0000000000027,2007,0,-8.0
7,4333.3333333333285,2008,0,-1052.0
8,6016.666666666666,2009,0,-302.0
9,2975.0000000000086,2010,0,-2809.0
10,1358.33333333332,2011,0,-1770.0
11,2816.666666666663,2012,0,-5178.0
12,1066.6666666666913,2013,0,-5451.0
13,158.33333333331723,2014,0,-3766.0
14,-233.33333333333428,2015,0,-4073.0
15,-349.9999999999943,2016,0,-4001.0
16,366.66666666667425,2017,0,-4784.0
17,375.0,2018,0,-4612.0
18,16.66666666666572,2019,0,-3197.0
19,1474.99999999998,2020,0,-4423.0
20,12825.000000000016,2021,0,-9440.0
21,9549.999999999984,2022,0,-4397.0
