,PDelta,Date,0,2
0,,2001,0,
1,3401.515151515163,2002,0,4971.0
2,4741.66666666666,2003,0,-10821.0
3,4424.999999999997,2004,0,-17681.0
4,3691.666666666663,2005,0,-23133.0
5,3283.333333333331,2006,0,-14842.0
6,3450.0000000000173,2007,0,-15542.0
7,4116.666666666646,2008,0,-8909.0
8,2066.6666666666915,2009,0,9291.0
9,2799.9999999999827,2010,0,6332.0
10,2716.666666666669,2011,0,987.0
11,1308.3333333333371,2012,0,-1021.0
12,941.6666666666629,2013,0,-111.0
13,375.0,2014,0,-10801.0
14,316.6666666666771,2015,0,-13287.0
15,1000.0,2016,0,-7381.0
16,1174.9999999999973,2017,0,11666.0
17,2575.0000000000027,2018,0,28339.0
18,4008.3333333333258,2019,0,23414.0
19,8450.000000000004,2020,0,-16573.0
20,19700.000000000004,2021,0,-72289.0
21,14899.999999999978,2022,0,-13326.0
