,PDelta,Date,0,2
0,,2001,0,
1,2378.7878787878894,2002,0,17.0
2,2833.3333333333285,2003,0,-2608.0
3,1499.999999999986,2004,0,-3115.0
4,2066.666666666677,2005,0,-3294.0
5,3275.0000000000055,2006,0,-1464.0
6,4549.999999999997,2007,0,-2554.0
7,6625.0,2008,0,-1669.0
8,1008.33333333334,2009,0,-373.0
9,824.9999999999886,2010,0,580.0
10,1566.6666666666629,2011,0,-102.0
11,2025.00000000002,2012,0,-2010.0
12,2433.3333333333085,2013,0,-5492.0
13,316.6666666666913,2014,0,-2237.0
14,741.6666666666458,2015,0,-2392.0
15,375.0,2016,0,1942.0
16,1300.0000000000114,2017,0,2937.0
17,1049.9999999999973,2018,0,3689.0
18,741.6666666666742,2019,0,4606.0
19,3758.3333333333258,2020,0,5523.0
20,10125.0,2021,0,3059.0
21,4566.666666666662,2022,0,14591.0
