,PDelta,Date,0,2
0,,2001,0,
1,1092.4242424242366,2002,0,134.0
2,3125.0,2003,0,-331.0
3,4583.3333333333285,2004,0,-147.0
4,4933.333333333338,2005,0,-1194.0
5,3533.333333333331,2006,0,-244.0
6,3241.6666666666742,2007,0,-3521.0
7,3558.333333333323,2008,0,-3000.0
8,-500.0,2009,0,-2102.0
9,641.6666666666657,2010,0,-1479.0
10,-383.33333333332575,2011,0,-1425.0
11,1683.3333333333371,2012,0,-317.0
12,2758.3333333333258,2013,0,-868.0
13,2133.3333333333258,2014,0,-649.0
14,950.000000000017,2015,0,380.0
15,3866.6666666666742,2016,0,2059.0
16,5841.666666666654,2017,0,1889.0
17,2283.3333333333458,2018,0,1930.0
18,1149.9999999999914,2019,0,2746.0
19,4000.0,2020,0,-2207.0
20,13283.333333333318,2021,0,-256.0
21,5666.6666666666715,2022,0,3575.0
