,PDelta,Date,0,2
0,,2001,0,
1,,2002,0,349.0
2,,2003,0,-170.0
3,,2004,0,-721.0
4,,2005,0,-1958.0
5,,2006,0,-395.0
6,,2007,0,-917.0
7,,2008,0,-956.0
8,,2009,0,499.0
9,,2010,0,-341.0
10,,2011,0,58.0
11,,2012,0,-1538.0
12,,2013,0,-2166.0
13,,2014,0,-1408.0
14,,2015,0,-973.0
15,,2016,0,412.0
16,,2017,0,2617.0
17,,2018,0,1933.0
18,,2019,0,139.0
19,,2020,0,-265.0
20,,2021,0,-588.0
21,,2022,0,-296.0
