,PDelta,Date,0,2
0,,2001,0,
1,433.3333333333229,2001,0,-312229.0
2,66.66666666667709,2002,0,308489.0
3,333.3333333333428,2002,0,-317527.0
4,2766.6666666666515,2003,0,312989.0
5,-66.66666666666288,2003,0,-318550.0
6,-2000.0,2004,0,318619.0
7,366.66666666667425,2004,0,-320743.0
8,99.99999999999432,2005,0,320806.0
9,-783.3333333333314,2005,0,-322902.0
10,-2883.3333333333258,2006,0,321460.0
11,1841.6666666666542,2006,0,-324427.0
12,908.3333333333456,2007,0,320430.0
13,1508.3333333333258,2007,0,-323322.0
14,116.66666666667425,2008,0,317306.0
15,1758.3333333333258,2008,0,-321108.0
16,4466.666666666654,2009,0,313397.0
17,2741.6666666666742,2009,0,-317949.0
18,2350.0000000000086,2010,0,313061.0
19,3391.6666666666656,2010,0,-317417.0
20,20258.333333333325,2011,0,312272.0
21,15599.999999999995,2011,0,-316584.0
