,PDelta,Date,0,2
0,,2001,0,
1,2108.3333333333344,2002,0,-1354.0
2,2250.0,2003,0,-1396.0
3,2949.999999999996,2004,0,-1293.0
4,3241.666666666667,2005,0,-2683.0
5,2200.0000000000027,2006,0,-711.0
6,3166.6666666666642,2007,0,-256.0
7,12958.333333333343,2008,0,514.0
8,9016.666666666666,2009,0,996.0
9,5233.333333333334,2010,0,1170.0
10,3783.333333333331,2011,0,141.0
11,166.6666666666572,2012,0,-1489.0
12,1716.6666666666686,2013,0,-2178.0
13,866.66666666666,2014,0,-1175.0
14,258.33333333333997,2015,0,-1659.0
15,100.00000000000853,2016,0,-362.0
16,-850.0000000000085,2017,0,-361.0
17,-566.6666666666629,2018,0,-1318.0
18,-1175.0000000000114,2019,0,-295.0
19,525.0000000000199,2020,0,-126.0
20,4083.3333333333144,2021,0,-620.0
21,2991.6666666666742,2022,0,3636.0
