,PDelta,Date,0,2
0,,2001,0,
1,1828.787878787878,2002,0,29575.0
2,2724.9999999999945,2003,0,1643.0
3,3616.6666666666815,2004,0,1357.0
4,2916.666666666657,2005,0,754.0
5,2583.333333333343,2006,0,16733.0
6,1891.6666666666515,2007,0,20669.0
7,2558.333333333337,2008,0,13044.0
8,-116.66666666666003,2009,0,30275.0
9,1924.9999999999973,2010,0,30028.0
10,3566.666666666663,2011,0,19213.0
11,4108.333333333334,2012,0,21026.0
12,2066.666666666677,2013,0,11440.0
13,1816.6666666666629,2014,0,8614.0
14,2808.333333333337,2015,0,-46265.0
15,5766.666666666666,2016,0,10547.0
16,7000.0,2017,0,18051.0
17,-158.33333333334565,2018,0,44952.0
18,-908.3333333333314,2019,0,70298.0
19,941.6666666666771,2020,0,19306.0
20,6924.999999999997,2021,0,-69951.0
21,4991.666666666646,2022,0,80330.0
