,REF_DATE,VALUE
178045,2001-02,34
178585,2001-03,17
179125,2001-04,9
179665,2001-05,17
180205,2001-06,18
180745,2001-07,27
181285,2001-08,38
181825,2001-09,24
182365,2001-10,47
182905,2001-11,40
183445,2001-12,31
183985,2002-01,28
184525,2002-02,29
185065,2002-03,28
185605,2002-04,16
186145,2002-05,17
186685,2002-06,21
187225,2002-07,48
187765,2002-08,44
188305,2002-09,42
188845,2002-10,45
189385,2002-11,44
189925,2002-12,39
190465,2003-01,35
191005,2003-02,28
191545,2003-03,7
192085,2003-04,29
192625,2003-05,22
193165,2003-06,28
193705,2003-07,37
194245,2003-08,25
194785,2003-09,51
195325,2003-10,45
195865,2003-11,123
196405,2003-12,38
196945,2004-01,38
197485,2004-02,32
198025,2004-03,26
198565,2004-04,24
199105,2004-05,39
199645,2004-06,19
200185,2004-07,39
200725,2004-08,48
201265,2004-09,77
201805,2004-10,66
202345,2004-11,71
202885,2004-12,49
203425,2005-01,29
203965,2005-02,33
204505,2005-03,36
205045,2005-04,46
205585,2005-05,30
206125,2005-06,81
206665,2005-07,44
207205,2005-08,30
207745,2005-09,38
208285,2005-10,55
208825,2005-11,56
209365,2005-12,75
209905,2006-01,21
210445,2006-02,37
210985,2006-03,19
211525,2006-04,20
212065,2006-05,38
212605,2006-06,34
213145,2006-07,33
213685,2006-08,47
214225,2006-09,39
214765,2006-10,38
215305,2006-11,41
215845,2006-12,51
216385,2007-01,20
216925,2007-02,20
217465,2007-03,26
218005,2007-04,38
218545,2007-05,53
219085,2007-06,38
219625,2007-07,111
220165,2007-08,64
220705,2007-09,49
221245,2007-10,57
221785,2007-11,82
222325,2007-12,77
222865,2008-01,35
223405,2008-02,40
223945,2008-03,44
224485,2008-04,43
225025,2008-05,55
225565,2008-06,83
226105,2008-07,37
226645,2008-08,67
227185,2008-09,19
227725,2008-10,97
228265,2008-11,114
228805,2008-12,89
229345,2009-01,37
229885,2009-02,45
230425,2009-03,85
230965,2009-04,58
231505,2009-05,33
232045,2009-06,64
232585,2009-07,82
233125,2009-08,34
233665,2009-09,35
234205,2009-10,150
234745,2009-11,90
235285,2009-12,84
235825,2010-01,33
236365,2010-02,30
236905,2010-03,50
237445,2010-04,16
237985,2010-05,32
238525,2010-06,21
239065,2010-07,45
239605,2010-08,105
240145,2010-09,45
240685,2010-10,38
241225,2010-11,27
241765,2010-12,43
242305,2011-01,21
242845,2011-02,36
243385,2011-03,77
243925,2011-04,25
244465,2011-05,24
245005,2011-06,18
245545,2011-07,19
246085,2011-08,39
246625,2011-09,39
247165,2011-10,30
247705,2011-11,28
248245,2011-12,46
248785,2012-01,36
249325,2012-02,142
249865,2012-03,16
250405,2012-04,22
250945,2012-05,30
251485,2012-06,124
252025,2012-07,33
252565,2012-08,25
253105,2012-09,22
253645,2012-10,9
254185,2012-11,15
254725,2012-12,32
255265,2013-01,23
255805,2013-02,12
256345,2013-03,15
256885,2013-04,22
257425,2013-05,17
257965,2013-06,20
258505,2013-07,36
259045,2013-08,8
259585,2013-09,11
260125,2013-10,14
260665,2013-11,52
261205,2013-12,28
261745,2014-01,27
262285,2014-02,9
262825,2014-03,17
263365,2014-04,77
263905,2014-05,24
264445,2014-06,18
264985,2014-07,14
265525,2014-08,36
266065,2014-09,9
266605,2014-10,9
267145,2014-11,20
267685,2014-12,80
268225,2015-01,10
268765,2015-02,8
269305,2015-03,18
269845,2015-04,3
270385,2015-05,5
270925,2015-06,20
271465,2015-07,1
272005,2015-08,11
272545,2015-09,14
273085,2015-10,10
273625,2015-11,23
274165,2015-12,35
274705,2016-01,17
275245,2016-02,12
275785,2016-03,14
276325,2016-04,79
276865,2016-05,10
277405,2016-06,14
277945,2016-07,50
278485,2016-08,18
279025,2016-09,49
279565,2016-10,17
280105,2016-11,9
280645,2016-12,23
281185,2017-01,9
281725,2017-02,4
282265,2017-03,11
282805,2017-04,7
283345,2017-05,21
283885,2017-06,12
284425,2017-07,11
284965,2017-08,21
285505,2017-09,20
286045,2017-10,16
286585,2017-11,21
287125,2017-12,19
287665,2018-01,20
288205,2018-02,8
288745,2018-03,9
289285,2018-04,8
289825,2018-05,23
290365,2018-06,15
290905,2018-07,19
291445,2018-08,11
291985,2018-09,13
292525,2018-10,12
293065,2018-11,19
293605,2018-12,82
294145,2019-01,14
294685,2019-02,22
295225,2019-03,12
295765,2019-04,9
296305,2019-05,51
296845,2019-06,15
297385,2019-07,44
297925,2019-08,14
298465,2019-09,20
299005,2019-10,16
299545,2019-11,20
300085,2019-12,10
300625,2020-01,23
301165,2020-02,23
301705,2020-03,46
302245,2020-04,78
302785,2020-05,23
303325,2020-06,61
303865,2020-07,82
304405,2020-08,5
304945,2020-09,16
305485,2020-10,24
306025,2020-11,31
306565,2020-12,66
307105,2021-01,12
307645,2021-02,28
308185,2021-03,30
308725,2021-04,26
309265,2021-05,25
309805,2021-06,48
310345,2021-07,44
310885,2021-08,7
311425,2021-09,23
311965,2021-10,21
312505,2021-11,31
313045,2021-12,15
313585,2022-01,28
314125,2022-02,15
314665,2022-03,16
315205,2022-04,163
315745,2022-05,47
316285,2022-06,28
316825,2022-07,27
317365,2022-08,11
317905,2022-09,48
318445,2022-10,42
318985,2022-11,23
319525,2022-12,69
