,REF_DATE,VALUE
178090,2001-02,22
178630,2001-03,31
179170,2001-04,16
179710,2001-05,45
180250,2001-06,66
180790,2001-07,101
181330,2001-08,52
181870,2001-09,46
182410,2001-10,33
182950,2001-11,41
183490,2001-12,37
184030,2002-01,14
184570,2002-02,46
185110,2002-03,20
185650,2002-04,49
186190,2002-05,69
186730,2002-06,64
187270,2002-07,157
187810,2002-08,188
188350,2002-09,73
188890,2002-10,66
189430,2002-11,112
189970,2002-12,55
190510,2003-01,33
191050,2003-02,34
191590,2003-03,17
192130,2003-04,56
192670,2003-05,71
193210,2003-06,146
193750,2003-07,127
194290,2003-08,151
194830,2003-09,66
195370,2003-10,94
195910,2003-11,79
196450,2003-12,53
196990,2004-01,96
197530,2004-02,28
198070,2004-03,48
198610,2004-04,99
199150,2004-05,188
199690,2004-06,129
200230,2004-07,120
200770,2004-08,165
201310,2004-09,69
201850,2004-10,162
202390,2004-11,56
202930,2004-12,106
203470,2005-01,38
204010,2005-02,56
204550,2005-03,30
205090,2005-04,60
205630,2005-05,46
206170,2005-06,108
206710,2005-07,124
207250,2005-08,146
207790,2005-09,272
208330,2005-10,116
208870,2005-11,65
209410,2005-12,108
209950,2006-01,21
210490,2006-02,33
211030,2006-03,70
211570,2006-04,59
212110,2006-05,82
212650,2006-06,194
213190,2006-07,61
213730,2006-08,170
214270,2006-09,70
214810,2006-10,107
215350,2006-11,45
215890,2006-12,115
216430,2007-01,66
216970,2007-02,79
217510,2007-03,79
218050,2007-04,82
218590,2007-05,139
219130,2007-06,110
219670,2007-07,98
220210,2007-08,233
220750,2007-09,141
221290,2007-10,383
221830,2007-11,64
222370,2007-12,232
222910,2008-01,50
223450,2008-02,102
223990,2008-03,59
224530,2008-04,49
225070,2008-05,69
225610,2008-06,160
226150,2008-07,165
226690,2008-08,146
227230,2008-09,138
227770,2008-10,75
228310,2008-11,76
228850,2008-12,81
229390,2009-01,50
229930,2009-02,56
230470,2009-03,64
231010,2009-04,77
231550,2009-05,81
232090,2009-06,246
232630,2009-07,349
233170,2009-08,341
233710,2009-09,171
234250,2009-10,154
234790,2009-11,124
235330,2009-12,56
235870,2010-01,54
236410,2010-02,57
236950,2010-03,67
237490,2010-04,189
238030,2010-05,114
238570,2010-06,190
239110,2010-07,330
239650,2010-08,158
240190,2010-09,209
240730,2010-10,177
241270,2010-11,74
241810,2010-12,77
242350,2011-01,51
242890,2011-02,167
243430,2011-03,38
243970,2011-04,118
244510,2011-05,97
245050,2011-06,139
245590,2011-07,250
246130,2011-08,226
246670,2011-09,71
247210,2011-10,153
247750,2011-11,92
248290,2011-12,112
248830,2012-01,81
249370,2012-02,89
249910,2012-03,75
250450,2012-04,143
250990,2012-05,102
251530,2012-06,224
252070,2012-07,221
252610,2012-08,90
253150,2012-09,127
253690,2012-10,118
254230,2012-11,85
254770,2012-12,79
255310,2013-01,115
255850,2013-02,79
256390,2013-03,75
256930,2013-04,89
257470,2013-05,107
258010,2013-06,265
258550,2013-07,328
259090,2013-08,151
259630,2013-09,94
260170,2013-10,109
260710,2013-11,72
261250,2013-12,138
261790,2014-01,73
262330,2014-02,37
262870,2014-03,47
263410,2014-04,90
263950,2014-05,66
264490,2014-06,173
265030,2014-07,220
265570,2014-08,93
266110,2014-09,92
266650,2014-10,69
267190,2014-11,87
267730,2014-12,78
268270,2015-01,33
268810,2015-02,28
269350,2015-03,59
269890,2015-04,40
270430,2015-05,118
270970,2015-06,123
271510,2015-07,156
272050,2015-08,363
272590,2015-09,86
273130,2015-10,200
273670,2015-11,127
274210,2015-12,191
274750,2016-01,35
275290,2016-02,33
275830,2016-03,56
276370,2016-04,49
276910,2016-05,85
277450,2016-06,157
277990,2016-07,157
278530,2016-08,154
279070,2016-09,101
279610,2016-10,31
280150,2016-11,42
280690,2016-12,55
281230,2017-01,73
281770,2017-02,40
282310,2017-03,263
282850,2017-04,100
283390,2017-05,38
283930,2017-06,349
284470,2017-07,267
285010,2017-08,71
285550,2017-09,165
286090,2017-10,48
286630,2017-11,55
287170,2017-12,120
287710,2018-01,14
288250,2018-02,69
288790,2018-03,114
289330,2018-04,99
289870,2018-05,162
290410,2018-06,252
290950,2018-07,101
291490,2018-08,19
292030,2018-09,142
292570,2018-10,36
293110,2018-11,132
293650,2018-12,74
294190,2019-01,11
294730,2019-02,25
295270,2019-03,71
295810,2019-04,70
296350,2019-05,135
296890,2019-06,186
297430,2019-07,148
297970,2019-08,120
298510,2019-09,111
299050,2019-10,86
299590,2019-11,86
300130,2019-12,145
300670,2020-01,88
301210,2020-02,28
301750,2020-03,89
302290,2020-04,0
302830,2020-05,153
303370,2020-06,192
303910,2020-07,183
304450,2020-08,295
304990,2020-09,497
305530,2020-10,140
306070,2020-11,127
306610,2020-12,158
307150,2021-01,98
307690,2021-02,86
308230,2021-03,126
308770,2021-04,178
309310,2021-05,171
309850,2021-06,265
310390,2021-07,225
310930,2021-08,167
311470,2021-09,225
312010,2021-10,336
312550,2021-11,91
313090,2021-12,226
313630,2022-01,135
314170,2022-02,98
314710,2022-03,87
315250,2022-04,168
315790,2022-05,373
316330,2022-06,220
316870,2022-07,480
317410,2022-08,192
317950,2022-09,291
318490,2022-10,162
319030,2022-11,66
319570,2022-12,164
