,REF_DATE,VALUE
177880,2001-02,72
178420,2001-03,86
178960,2001-04,100
179500,2001-05,98
180040,2001-06,57
180580,2001-07,48
181120,2001-08,65
181660,2001-09,152
182200,2001-10,71
182740,2001-11,96
183280,2001-12,149
183820,2002-01,101
184360,2002-02,107
184900,2002-03,90
185440,2002-04,88
185980,2002-05,41
186520,2002-06,46
187060,2002-07,55
187600,2002-08,128
188140,2002-09,184
188680,2002-10,88
189220,2002-11,93
189760,2002-12,124
190300,2003-01,199
190840,2003-02,132
191380,2003-03,89
191920,2003-04,111
192460,2003-05,44
193000,2003-06,11
193540,2003-07,33
194080,2003-08,47
194620,2003-09,47
195160,2003-10,165
195700,2003-11,85
196240,2003-12,85
196780,2004-01,338
197320,2004-02,220
197860,2004-03,349
198400,2004-04,87
198940,2004-05,89
199480,2004-06,26
200020,2004-07,28
200560,2004-08,179
201100,2004-09,164
201640,2004-10,241
202180,2004-11,125
202720,2004-12,281
203260,2005-01,76
203800,2005-02,53
204340,2005-03,57
204880,2005-04,22
205420,2005-05,29
205960,2005-06,57
206500,2005-07,88
207040,2005-08,188
207580,2005-09,107
208120,2005-10,108
208660,2005-11,95
209200,2005-12,100
209740,2006-01,88
210280,2006-02,102
210820,2006-03,105
211360,2006-04,105
211900,2006-05,149
212440,2006-06,34
212980,2006-07,79
213520,2006-08,74
214060,2006-09,94
214600,2006-10,132
215140,2006-11,115
215680,2006-12,97
216220,2007-01,152
216760,2007-02,111
217300,2007-03,52
217840,2007-04,121
218380,2007-05,45
218920,2007-06,92
219460,2007-07,168
220000,2007-08,128
220540,2007-09,141
221080,2007-10,121
221620,2007-11,75
222160,2007-12,123
222700,2008-01,110
223240,2008-02,139
223780,2008-03,164
224320,2008-04,87
224860,2008-05,101
225400,2008-06,89
225940,2008-07,57
226480,2008-08,105
227020,2008-09,73
227560,2008-10,147
228100,2008-11,102
228640,2008-12,170
229180,2009-01,159
229720,2009-02,136
230260,2009-03,100
230800,2009-04,60
231340,2009-05,34
231880,2009-06,124
232420,2009-07,91
232960,2009-08,216
233500,2009-09,76
234040,2009-10,136
234580,2009-11,55
235120,2009-12,50
235660,2010-01,77
236200,2010-02,94
236740,2010-03,44
237280,2010-04,65
237820,2010-05,203
238360,2010-06,36
238900,2010-07,43
239440,2010-08,60
239980,2010-09,65
240520,2010-10,65
241060,2010-11,83
241600,2010-12,68
242140,2011-01,114
242680,2011-02,39
243220,2011-03,95
243760,2011-04,82
244300,2011-05,113
244840,2011-06,29
245380,2011-07,30
245920,2011-08,43
246460,2011-09,61
247000,2011-10,139
247540,2011-11,112
248080,2011-12,264
248620,2012-01,208
249160,2012-02,63
249700,2012-03,92
250240,2012-04,106
250780,2012-05,51
251320,2012-06,103
251860,2012-07,167
252400,2012-08,35
252940,2012-09,114
253480,2012-10,89
254020,2012-11,227
254560,2012-12,109
255100,2013-01,92
255640,2013-02,135
256180,2013-03,134
256720,2013-04,102
257260,2013-05,141
257800,2013-06,81
258340,2013-07,120
258880,2013-08,11
259420,2013-09,55
259960,2013-10,137
260500,2013-11,52
261040,2013-12,175
261580,2014-01,38
262120,2014-02,160
262660,2014-03,35
263200,2014-04,57
263740,2014-05,47
264280,2014-06,112
264820,2014-07,108
265360,2014-08,37
265900,2014-09,52
266440,2014-10,44
266980,2014-11,73
267520,2014-12,84
268060,2015-01,28
268600,2015-02,52
269140,2015-03,37
269680,2015-04,30
270220,2015-05,62
270760,2015-06,82
271300,2015-07,24
271840,2015-08,81
272380,2015-09,75
272920,2015-10,6
273460,2015-11,27
274000,2015-12,42
274540,2016-01,69
275080,2016-02,41
275620,2016-03,58
276160,2016-04,334
276700,2016-05,129
277240,2016-06,43
277780,2016-07,56
278320,2016-08,89
278860,2016-09,26
279400,2016-10,42
279940,2016-11,49
280480,2016-12,66
281020,2017-01,48
281560,2017-02,25
282100,2017-03,29
282640,2017-04,18
283180,2017-05,32
283720,2017-06,40
284260,2017-07,30
284800,2017-08,42
285340,2017-09,81
285880,2017-10,3
286420,2017-11,56
286960,2017-12,61
287500,2018-01,52
288040,2018-02,44
288580,2018-03,59
289120,2018-04,105
289660,2018-05,48
290200,2018-06,6
290740,2018-07,173
291280,2018-08,33
291820,2018-09,64
292360,2018-10,34
292900,2018-11,92
293440,2018-12,238
293980,2019-01,68
294520,2019-02,35
295060,2019-03,47
295600,2019-04,28
296140,2019-05,92
296680,2019-06,22
297220,2019-07,25
297760,2019-08,87
298300,2019-09,79
298840,2019-10,92
299380,2019-11,49
299920,2019-12,143
300460,2020-01,104
301000,2020-02,55
301540,2020-03,105
302080,2020-04,50
302620,2020-05,38
303160,2020-06,246
303700,2020-07,34
304240,2020-08,37
304780,2020-09,46
305320,2020-10,193
305860,2020-11,106
306400,2020-12,41
306940,2021-01,76
307480,2021-02,69
308020,2021-03,107
308560,2021-04,145
309100,2021-05,78
309640,2021-06,26
310180,2021-07,37
310720,2021-08,162
311260,2021-09,123
311800,2021-10,29
312340,2021-11,90
312880,2021-12,92
313420,2022-01,128
313960,2022-02,149
314500,2022-03,384
315040,2022-04,108
315580,2022-05,136
316120,2022-06,182
316660,2022-07,139
317200,2022-08,171
317740,2022-09,182
318280,2022-10,131
318820,2022-11,313
319360,2022-12,147
