,REF_DATE,VALUE
178120,2001-02,2414
178660,2001-03,2329
179200,2001-04,2793
179740,2001-05,2131
180280,2001-06,2585
180820,2001-07,2782
181360,2001-08,4845
181900,2001-09,3954
182440,2001-10,3934
182980,2001-11,3640
183520,2001-12,2067
184060,2002-01,3203
184600,2002-02,3345
185140,2002-03,3585
185680,2002-04,2887
186220,2002-05,3340
186760,2002-06,3062
187300,2002-07,4282
187840,2002-08,3939
188380,2002-09,3945
188920,2002-10,4007
189460,2002-11,4361
190000,2002-12,5214
190540,2003-01,3069
191080,2003-02,3069
191620,2003-03,2492
192160,2003-04,4157
192700,2003-05,3036
193240,2003-06,2985
193780,2003-07,2802
194320,2003-08,3176
194860,2003-09,3405
195400,2003-10,4428
195940,2003-11,2846
196480,2003-12,3179
197020,2004-01,3654
197560,2004-02,2397
198100,2004-03,2706
198640,2004-04,3377
199180,2004-05,3342
199720,2004-06,3626
200260,2004-07,3059
200800,2004-08,2878
201340,2004-09,3702
201880,2004-10,4411
202420,2004-11,3488
202960,2004-12,2980
203500,2005-01,3173
204040,2005-02,2761
204580,2005-03,5443
205120,2005-04,2026
205660,2005-05,3097
206200,2005-06,2921
206740,2005-07,3344
207280,2005-08,4130
207820,2005-09,2459
208360,2005-10,3121
208900,2005-11,3525
209440,2005-12,3296
209980,2006-01,4427
210520,2006-02,2882
211060,2006-03,3179
211600,2006-04,2735
212140,2006-05,3162
212680,2006-06,2827
213220,2006-07,4209
213760,2006-08,4280
214300,2006-09,2803
214840,2006-10,2619
215380,2006-11,2429
215920,2006-12,2569
216460,2007-01,4679
217000,2007-02,1901
217540,2007-03,1784
218080,2007-04,2037
218620,2007-05,1778
219160,2007-06,2099
219700,2007-07,2952
220240,2007-08,2304
220780,2007-09,2562
221320,2007-10,2472
221860,2007-11,3017
222400,2007-12,2772
222940,2008-01,1797
223480,2008-02,3841
224020,2008-03,2587
224560,2008-04,3014
225100,2008-05,3380
225640,2008-06,3461
226180,2008-07,2461
226720,2008-08,2430
227260,2008-09,3621
227800,2008-10,2800
228340,2008-11,3923
228880,2008-12,2943
229420,2009-01,2296
229960,2009-02,2954
230500,2009-03,1970
231040,2009-04,3939
231580,2009-05,2971
232120,2009-06,2183
232660,2009-07,1500
233200,2009-08,1592
233740,2009-09,1845
234280,2009-10,1610
234820,2009-11,2843
235360,2009-12,2653
235900,2010-01,2105
236440,2010-02,1505
236980,2010-03,1620
237520,2010-04,2457
238060,2010-05,1827
238600,2010-06,4074
239140,2010-07,4335
239680,2010-08,3890
240220,2010-09,2287
240760,2010-10,3082
241300,2010-11,2466
241840,2010-12,1745
242380,2011-01,2732
242920,2011-02,2937
243460,2011-03,1777
244000,2011-04,2089
244540,2011-05,2659
245080,2011-06,5563
245620,2011-07,2391
246160,2011-08,3150
246700,2011-09,3469
247240,2011-10,2136
247780,2011-11,3139
248320,2011-12,1789
248860,2012-01,3637
249400,2012-02,1871
249940,2012-03,3166
250480,2012-04,2077
251020,2012-05,3361
251560,2012-06,2338
252100,2012-07,2415
252640,2012-08,2273
253180,2012-09,2317
253720,2012-10,3404
254260,2012-11,2656
254800,2012-12,2392
255340,2013-01,2581
255880,2013-02,2575
256420,2013-03,2266
256960,2013-04,4920
257500,2013-05,3924
258040,2013-06,2005
258580,2013-07,2476
259120,2013-08,2143
259660,2013-09,1987
260200,2013-10,2631
260740,2013-11,2801
261280,2013-12,3399
261820,2014-01,1541
262360,2014-02,2287
262900,2014-03,2116
263440,2014-04,3335
263980,2014-05,2899
264520,2014-06,3475
265060,2014-07,3895
265600,2014-08,1687
266140,2014-09,1631
266680,2014-10,2527
267220,2014-11,1815
267760,2014-12,2005
268300,2015-01,11981
268840,2015-02,5442
269380,2015-03,4297
269920,2015-04,2911
270460,2015-05,3734
271000,2015-06,3863
271540,2015-07,2998
272080,2015-08,1772
272620,2015-09,2387
273160,2015-10,1781
273700,2015-11,1536
274240,2015-12,3682
274780,2016-01,4104
275320,2016-02,2347
275860,2016-03,3154
276400,2016-04,1725
276940,2016-05,3514
277480,2016-06,1622
278020,2016-07,2303
278560,2016-08,3145
279100,2016-09,3311
279640,2016-10,3518
280180,2016-11,3197
280720,2016-12,2673
281260,2017-01,4419
281800,2017-02,4022
282340,2017-03,3200
282880,2017-04,3177
283420,2017-05,2201
283960,2017-06,2627
