,REF_DATE,VALUE
177850,2001-02,231
178390,2001-03,193
178930,2001-04,337
179470,2001-05,203
180010,2001-06,227
180550,2001-07,262
181090,2001-08,275
181630,2001-09,525
182170,2001-10,289
182710,2001-11,240
183250,2001-12,307
183790,2002-01,141
184330,2002-02,164
184870,2002-03,193
185410,2002-04,230
185950,2002-05,287
186490,2002-06,460
187030,2002-07,345
187570,2002-08,364
188110,2002-09,310
188650,2002-10,350
189190,2002-11,338
189730,2002-12,304
190270,2003-01,240
190810,2003-02,200
191350,2003-03,260
191890,2003-04,262
192430,2003-05,278
192970,2003-06,346
193510,2003-07,430
194050,2003-08,444
194590,2003-09,490
195130,2003-10,267
195670,2003-11,371
196210,2003-12,542
196750,2004-01,387
197290,2004-02,225
197830,2004-03,483
198370,2004-04,490
198910,2004-05,337
199450,2004-06,487
199990,2004-07,457
200530,2004-08,316
201070,2004-09,308
201610,2004-10,288
202150,2004-11,370
202690,2004-12,275
203230,2005-01,171
203770,2005-02,152
204310,2005-03,384
204850,2005-04,181
205390,2005-05,221
205930,2005-06,284
206470,2005-07,365
207010,2005-08,454
207550,2005-09,360
208090,2005-10,329
208630,2005-11,380
209170,2005-12,388
209710,2006-01,383
210250,2006-02,208
210790,2006-03,203
211330,2006-04,282
211870,2006-05,155
212410,2006-06,242
212950,2006-07,240
213490,2006-08,271
214030,2006-09,375
214570,2006-10,216
215110,2006-11,384
215650,2006-12,217
216190,2007-01,302
216730,2007-02,105
217270,2007-03,437
217810,2007-04,225
218350,2007-05,240
218890,2007-06,94
219430,2007-07,143
219970,2007-08,109
220510,2007-09,276
221050,2007-10,259
221590,2007-11,253
222130,2007-12,275
222670,2008-01,155
223210,2008-02,163
223750,2008-03,152
224290,2008-04,139
224830,2008-05,228
225370,2008-06,186
225910,2008-07,149
226450,2008-08,172
226990,2008-09,316
227530,2008-10,197
228070,2008-11,180
228610,2008-12,173
229150,2009-01,112
229690,2009-02,258
230230,2009-03,191
230770,2009-04,163
231310,2009-05,322
231850,2009-06,236
232390,2009-07,579
232930,2009-08,174
233470,2009-09,247
234010,2009-10,286
234550,2009-11,147
235090,2009-12,139
235630,2010-01,137
236170,2010-02,186
236710,2010-03,197
237250,2010-04,225
237790,2010-05,180
238330,2010-06,283
238870,2010-07,209
239410,2010-08,155
239950,2010-09,368
240490,2010-10,138
241030,2010-11,203
241570,2010-12,159
242110,2011-01,167
242650,2011-02,146
243190,2011-03,229
243730,2011-04,78
244270,2011-05,130
244810,2011-06,269
245350,2011-07,212
245890,2011-08,143
246430,2011-09,596
246970,2011-10,141
247510,2011-11,294
248050,2011-12,130
248590,2012-01,107
249130,2012-02,98
249670,2012-03,235
250210,2012-04,156
250750,2012-05,92
251290,2012-06,137
251830,2012-07,267
252370,2012-08,214
252910,2012-09,347
253450,2012-10,215
253990,2012-11,192
254530,2012-12,255
255070,2013-01,265
255610,2013-02,71
256150,2013-03,65
256690,2013-04,94
257230,2013-05,374
257770,2013-06,113
258310,2013-07,111
258850,2013-08,115
259390,2013-09,349
259930,2013-10,136
260470,2013-11,119
261010,2013-12,242
261550,2014-01,248
262090,2014-02,45
262630,2014-03,110
263170,2014-04,83
263710,2014-05,84
264250,2014-06,312
264790,2014-07,133
265330,2014-08,215
265870,2014-09,254
266410,2014-10,402
266950,2014-11,142
267490,2014-12,180
268030,2015-01,302
268570,2015-02,73
269110,2015-03,205
269650,2015-04,80
270190,2015-05,286
270730,2015-06,158
271270,2015-07,300
271810,2015-08,106
272350,2015-09,1275
272890,2015-10,161
273430,2015-11,198
273970,2015-12,157
274510,2016-01,67
275050,2016-02,204
275590,2016-03,94
276130,2016-04,99
276670,2016-05,464
277210,2016-06,605
277750,2016-07,1293
278290,2016-08,163
278830,2016-09,733
279370,2016-10,277
279910,2016-11,190
280450,2016-12,416
280990,2017-01,87
281530,2017-02,148
282070,2017-03,201
282610,2017-04,246
283150,2017-05,263
283690,2017-06,381
284230,2017-07,315
284770,2017-08,272
285310,2017-09,429
285850,2017-10,544
286390,2017-11,518
286930,2017-12,127
287470,2018-01,329
288010,2018-02,211
288550,2018-03,527
289090,2018-04,628
289630,2018-05,227
290170,2018-06,334
290710,2018-07,382
291250,2018-08,466
291790,2018-09,212
292330,2018-10,202
292870,2018-11,284
293410,2018-12,80
293950,2019-01,78
294490,2019-02,79
295030,2019-03,297
295570,2019-04,215
296110,2019-05,393
296650,2019-06,271
297190,2019-07,96
297730,2019-08,147
298270,2019-09,254
298810,2019-10,171
299350,2019-11,145
299890,2019-12,457
300430,2020-01,368
300970,2020-02,183
301510,2020-03,235
302050,2020-04,695
302590,2020-05,95
303130,2020-06,358
303670,2020-07,277
304210,2020-08,169
304750,2020-09,470
305290,2020-10,334
305830,2020-11,197
306370,2020-12,253
306910,2021-01,128
307450,2021-02,391
307990,2021-03,165
308530,2021-04,239
309070,2021-05,268
309610,2021-06,404
310150,2021-07,129
310690,2021-08,474
311230,2021-09,170
311770,2021-10,353
312310,2021-11,802
312850,2021-12,984
313390,2022-01,258
313930,2022-02,231
314470,2022-03,121
315010,2022-04,130
315550,2022-05,252
316090,2022-06,205
316630,2022-07,171
317170,2022-08,137
317710,2022-09,138
318250,2022-10,1185
318790,2022-11,325
319330,2022-12,243
