,REF_DATE,VALUE
178000,2001-02,19
178540,2001-03,24
179080,2001-04,37
179620,2001-05,78
180160,2001-06,61
180700,2001-07,31
181240,2001-08,44
181780,2001-09,26
182320,2001-10,49
182860,2001-11,41
183400,2001-12,59
183940,2002-01,25
184480,2002-02,26
185020,2002-03,26
185560,2002-04,86
186100,2002-05,43
186640,2002-06,69
187180,2002-07,33
187720,2002-08,31
188260,2002-09,130
188800,2002-10,39
189340,2002-11,43
189880,2002-12,45
190420,2003-01,41
190960,2003-02,59
191500,2003-03,55
192040,2003-04,87
192580,2003-05,26
193120,2003-06,24
193660,2003-07,77
194200,2003-08,76
194740,2003-09,92
195280,2003-10,61
195820,2003-11,74
196360,2003-12,61
196900,2004-01,31
197440,2004-02,41
197980,2004-03,98
198520,2004-04,24
199060,2004-05,74
199600,2004-06,172
200140,2004-07,58
200680,2004-08,63
201220,2004-09,108
201760,2004-10,86
202300,2004-11,82
202840,2004-12,89
203380,2005-01,40
203920,2005-02,82
204460,2005-03,71
205000,2005-04,59
205540,2005-05,60
206080,2005-06,35
206620,2005-07,122
207160,2005-08,183
207700,2005-09,88
208240,2005-10,100
208780,2005-11,70
209320,2005-12,76
209860,2006-01,35
210400,2006-02,66
210940,2006-03,81
211480,2006-04,73
212020,2006-05,55
212560,2006-06,156
213100,2006-07,76
213640,2006-08,69
214180,2006-09,138
214720,2006-10,68
215260,2006-11,123
215800,2006-12,89
216340,2007-01,34
216880,2007-02,61
217420,2007-03,43
217960,2007-04,75
218500,2007-05,90
219040,2007-06,124
219580,2007-07,79
220120,2007-08,81
220660,2007-09,42
221200,2007-10,65
221740,2007-11,163
222280,2007-12,69
222820,2008-01,80
223360,2008-02,106
223900,2008-03,65
224440,2008-04,29
224980,2008-05,101
225520,2008-06,85
226060,2008-07,133
226600,2008-08,146
227140,2008-09,94
227680,2008-10,82
228220,2008-11,76
228760,2008-12,76
229300,2009-01,59
229840,2009-02,107
230380,2009-03,113
230920,2009-04,117
231460,2009-05,59
232000,2009-06,136
232540,2009-07,76
233080,2009-08,71
233620,2009-09,110
234160,2009-10,36
234700,2009-11,76
235240,2009-12,264
235780,2010-01,63
236320,2010-02,64
236860,2010-03,65
237400,2010-04,81
237940,2010-05,108
238480,2010-06,97
239020,2010-07,81
239560,2010-08,73
240100,2010-09,191
240640,2010-10,117
241180,2010-11,39
241720,2010-12,178
242260,2011-01,24
242800,2011-02,63
243340,2011-03,81
243880,2011-04,145
244420,2011-05,160
244960,2011-06,106
245500,2011-07,51
246040,2011-08,180
246580,2011-09,115
247120,2011-10,85
247660,2011-11,88
248200,2011-12,116
248740,2012-01,164
249280,2012-02,190
249820,2012-03,178
250360,2012-04,139
250900,2012-05,105
251440,2012-06,163
251980,2012-07,148
252520,2012-08,330
253060,2012-09,141
253600,2012-10,96
254140,2012-11,85
254680,2012-12,325
255220,2013-01,65
255760,2013-02,70
256300,2013-03,194
256840,2013-04,236
257380,2013-05,83
257920,2013-06,302
258460,2013-07,164
259000,2013-08,290
259540,2013-09,287
260080,2013-10,321
260620,2013-11,65
261160,2013-12,409
261700,2014-01,137
262240,2014-02,221
262780,2014-03,122
263320,2014-04,436
263860,2014-05,229
264400,2014-06,558
264940,2014-07,178
265480,2014-08,447
266020,2014-09,243
266560,2014-10,199
267100,2014-11,151
267640,2014-12,363
268180,2015-01,104
268720,2015-02,198
269260,2015-03,181
269800,2015-04,389
270340,2015-05,166
270880,2015-06,168
271420,2015-07,70
271960,2015-08,105
272500,2015-09,257
273040,2015-10,321
273580,2015-11,146
274120,2015-12,238
274660,2016-01,68
275200,2016-02,208
275740,2016-03,160
276280,2016-04,101
276820,2016-05,77
277360,2016-06,320
277900,2016-07,49
278440,2016-08,162
278980,2016-09,126
279520,2016-10,144
280060,2016-11,82
280600,2016-12,299
281140,2017-01,28
281680,2017-02,95
282220,2017-03,54
282760,2017-04,137
283300,2017-05,98
283840,2017-06,179
284380,2017-07,149
284920,2017-08,153
285460,2017-09,166
286000,2017-10,146
286540,2017-11,170
287080,2017-12,205
287620,2018-01,123
288160,2018-02,159
288700,2018-03,99
289240,2018-04,371
289780,2018-05,142
290320,2018-06,210
290860,2018-07,134
291400,2018-08,199
291940,2018-09,198
292480,2018-10,120
293020,2018-11,96
293560,2018-12,199
294100,2019-01,84
294640,2019-02,56
295180,2019-03,208
295720,2019-04,111
296260,2019-05,29
296800,2019-06,55
297340,2019-07,47
297880,2019-08,42
298420,2019-09,79
298960,2019-10,129
299500,2019-11,26
300040,2019-12,75
300580,2020-01,9
301120,2020-02,48
301660,2020-03,30
302200,2020-04,34
302740,2020-05,27
303280,2020-06,76
303820,2020-07,110
304360,2020-08,43
304900,2020-09,66
305440,2020-10,35
305980,2020-11,60
306520,2020-12,71
307060,2021-01,71
307600,2021-02,39
308140,2021-03,18
308680,2021-04,50
309220,2021-05,21
309760,2021-06,87
310300,2021-07,51
310840,2021-08,117
311380,2021-09,104
311920,2021-10,71
312460,2021-11,102
313000,2021-12,140
313540,2022-01,49
314080,2022-02,86
314620,2022-03,46
315160,2022-04,47
315700,2022-05,26
316240,2022-06,95
316780,2022-07,69
317320,2022-08,46
317860,2022-09,76
318400,2022-10,53
318940,2022-11,61
319480,2022-12,98
