,REF_DATE,VALUE
314515,2022-03,1577
315055,2022-04,1473
315595,2022-05,2516
316135,2022-06,2342
316675,2022-07,2301
317215,2022-08,2497
317755,2022-09,1707
318295,2022-10,2470
318835,2022-11,2062
319375,2022-12,3475
