,REF_DATE,VALUE
177895,2001-02,583
178435,2001-03,477
178975,2001-04,628
179515,2001-05,957
180055,2001-06,1641
180595,2001-07,2903
181135,2001-08,977
181675,2001-09,1335
182215,2001-10,926
182755,2001-11,1446
183295,2001-12,1215
183835,2002-01,886
184375,2002-02,520
184915,2002-03,670
185455,2002-04,798
185995,2002-05,975
186535,2002-06,2059
187075,2002-07,2159
187615,2002-08,2569
188155,2002-09,1422
188695,2002-10,1352
189235,2002-11,1597
189775,2002-12,1078
190315,2003-01,1308
190855,2003-02,776
191395,2003-03,979
191935,2003-04,1053
192475,2003-05,1610
193015,2003-06,2508
193555,2003-07,3091
194095,2003-08,1771
194635,2003-09,1778
195175,2003-10,2072
195715,2003-11,1980
196255,2003-12,1354
196795,2004-01,1291
197335,2004-02,1032
197875,2004-03,1463
198415,2004-04,1403
198955,2004-05,1154
199495,2004-06,2387
200035,2004-07,4745
200575,2004-08,2372
201115,2004-09,2391
201655,2004-10,2247
202195,2004-11,2007
202735,2004-12,2428
203275,2005-01,1316
203815,2005-02,1533
204355,2005-03,1289
204895,2005-04,2425
205435,2005-05,1805
205975,2005-06,2350
206515,2005-07,5245
207055,2005-08,2237
207595,2005-09,2028
208135,2005-10,1541
208675,2005-11,2158
209215,2005-12,1772
209755,2006-01,1446
210295,2006-02,1250
210835,2006-03,1031
211375,2006-04,1957
211915,2006-05,1664
212455,2006-06,2673
212995,2006-07,2902
213535,2006-08,2176
214075,2006-09,1667
214615,2006-10,2486
215155,2006-11,2857
215695,2006-12,2034
216235,2007-01,1307
216775,2007-02,2216
217315,2007-03,1482
217855,2007-04,1246
218395,2007-05,2359
218935,2007-06,3407
219475,2007-07,3757
220015,2007-08,1900
220555,2007-09,1768
221095,2007-10,1804
221635,2007-11,1713
222175,2007-12,1402
222715,2008-01,1224
223255,2008-02,1507
223795,2008-03,1258
224335,2008-04,1381
224875,2008-05,2107
225415,2008-06,2049
225955,2008-07,3294
226495,2008-08,2918
227035,2008-09,2087
227575,2008-10,2223
228115,2008-11,2120
228655,2008-12,1640
229195,2009-01,1400
229735,2009-02,829
230275,2009-03,942
230815,2009-04,1251
231355,2009-05,1351
231895,2009-06,1784
232435,2009-07,3020
232975,2009-08,2540
233515,2009-09,1702
234055,2009-10,1490
234595,2009-11,1531
235135,2009-12,1646
235675,2010-01,1409
236215,2010-02,888
236755,2010-03,1094
237295,2010-04,1157
237835,2010-05,1597
238375,2010-06,2412
238915,2010-07,3327
239455,2010-08,1655
239995,2010-09,1694
240535,2010-10,1780
241075,2010-11,1100
241615,2010-12,1809
242155,2011-01,1354
242695,2011-02,1086
243235,2011-03,1157
243775,2011-04,1061
244315,2011-05,1145
244855,2011-06,2379
245395,2011-07,2441
245935,2011-08,2323
246475,2011-09,1940
247015,2011-10,1511
247555,2011-11,1564
248095,2011-12,1905
248635,2012-01,1222
249175,2012-02,1033
249715,2012-03,1196
250255,2012-04,1227
250795,2012-05,1451
251335,2012-06,1857
251875,2012-07,2700
252415,2012-08,1782
252955,2012-09,1429
253495,2012-10,1657
254035,2012-11,1728
254575,2012-12,1810
255115,2013-01,1210
255655,2013-02,1289
256195,2013-03,775
256735,2013-04,1043
257275,2013-05,1680
257815,2013-06,1581
258355,2013-07,1785
258895,2013-08,2295
259435,2013-09,1284
259975,2013-10,1383
260515,2013-11,1994
261055,2013-12,1075
261595,2014-01,1248
262135,2014-02,1011
262675,2014-03,849
263215,2014-04,993
263755,2014-05,1522
264295,2014-06,2026
264835,2014-07,2706
265375,2014-08,2123
265915,2014-09,1849
266455,2014-10,1630
266995,2014-11,1143
267535,2014-12,1885
268075,2015-01,1330
268615,2015-02,901
269155,2015-03,894
269695,2015-04,610
270235,2015-05,755
270775,2015-06,1366
271315,2015-07,2272
271855,2015-08,1229
272395,2015-09,1145
272935,2015-10,1219
273475,2015-11,1850
274015,2015-12,1178
274555,2016-01,743
275095,2016-02,1463
275635,2016-03,797
276175,2016-04,879
276715,2016-05,2044
277255,2016-06,2856
277795,2016-07,2647
278335,2016-08,845
278875,2016-09,1513
279415,2016-10,1617
279955,2016-11,2100
280495,2016-12,1543
281035,2017-01,486
281575,2017-02,1174
282115,2017-03,568
282655,2017-04,1409
283195,2017-05,1754
283735,2017-06,1633
284275,2017-07,3239
284815,2017-08,2780
285355,2017-09,1544
285895,2017-10,2083
286435,2017-11,1941
286975,2017-12,1947
287515,2018-01,1323
288055,2018-02,1372
288595,2018-03,848
289135,2018-04,1091
289675,2018-05,1863
290215,2018-06,2538
290755,2018-07,3395
291295,2018-08,1383
291835,2018-09,1723
292375,2018-10,1562
292915,2018-11,1936
293455,2018-12,2616
293995,2019-01,1734
294535,2019-02,1158
295075,2019-03,771
295615,2019-04,1860
296155,2019-05,1842
296695,2019-06,2478
297235,2019-07,3710
297775,2019-08,2688
298315,2019-09,2138
298855,2019-10,1452
299395,2019-11,1365
299935,2019-12,1828
300475,2020-01,1533
301015,2020-02,1520
301555,2020-03,1659
302095,2020-04,282
302635,2020-05,2262
303175,2020-06,1781
303715,2020-07,3649
304255,2020-08,2557
304795,2020-09,2310
305335,2020-10,1433
305875,2020-11,1966
306415,2020-12,3424
306955,2021-01,1206
307495,2021-02,1307
308035,2021-03,1066
308575,2021-04,2115
309115,2021-05,1566
309655,2021-06,3444
310195,2021-07,1925
310735,2021-08,2921
311275,2021-09,2884
311815,2021-10,1451
312355,2021-11,1134
312895,2021-12,2203
313435,2022-01,2314
313975,2022-02,1006
