,REF_DATE,VALUE
177760,2001-02,10
178300,2001-03,6
178840,2001-04,13
179380,2001-05,6
179920,2001-06,7
180460,2001-07,12
181000,2001-08,21
181540,2001-09,32
182080,2001-10,25
182620,2001-11,28
183160,2001-12,9
183700,2002-01,15
184240,2002-02,15
184780,2002-03,5
185320,2002-04,12
185860,2002-05,4
186400,2002-06,15
186940,2002-07,14
187480,2002-08,34
188020,2002-09,40
188560,2002-10,44
189100,2002-11,33
189640,2002-12,33
190180,2003-01,24
190720,2003-02,20
191260,2003-03,10
191800,2003-04,11
192340,2003-05,10
192880,2003-06,16
193420,2003-07,30
193960,2003-08,36
194500,2003-09,29
195040,2003-10,43
195580,2003-11,41
196120,2003-12,35
196660,2004-01,19
197200,2004-02,18
197740,2004-03,16
198280,2004-04,19
198820,2004-05,14
199360,2004-06,18
199900,2004-07,26
200440,2004-08,36
200980,2004-09,47
201520,2004-10,46
202060,2004-11,51
202600,2004-12,34
203140,2005-01,24
203680,2005-02,28
204220,2005-03,19
204760,2005-04,21
205300,2005-05,12
205840,2005-06,33
206380,2005-07,39
206920,2005-08,37
207460,2005-09,53
208000,2005-10,48
208540,2005-11,37
209080,2005-12,37
209620,2006-01,35
210160,2006-02,30
210700,2006-03,24
211240,2006-04,21
211780,2006-05,19
212320,2006-06,28
212860,2006-07,21
213400,2006-08,26
213940,2006-09,63
214480,2006-10,52
215020,2006-11,45
215560,2006-12,85
216100,2007-01,26
216640,2007-02,40
217180,2007-03,19
217720,2007-04,28
218260,2007-05,32
218800,2007-06,36
219340,2007-07,36
219880,2007-08,58
220420,2007-09,53
220960,2007-10,55
221500,2007-11,47
222040,2007-12,64
222580,2008-01,32
223120,2008-02,37
223660,2008-03,25
224200,2008-04,33
224740,2008-05,32
225280,2008-06,30
225820,2008-07,50
226360,2008-08,62
226900,2008-09,52
227440,2008-10,47
227980,2008-11,80
228520,2008-12,86
229060,2009-01,38
229600,2009-02,25
230140,2009-03,20
230680,2009-04,16
231220,2009-05,27
231760,2009-06,29
232300,2009-07,20
232840,2009-08,18
233380,2009-09,15
233920,2009-10,118
234460,2009-11,31
235000,2009-12,37
235540,2010-01,19
236080,2010-02,29
236620,2010-03,39
237160,2010-04,45
237700,2010-05,29
238240,2010-06,16
238780,2010-07,28
239320,2010-08,36
239860,2010-09,48
240400,2010-10,44
240940,2010-11,29
241480,2010-12,65
242020,2011-01,24
242560,2011-02,55
243100,2011-03,67
243640,2011-04,29
244180,2011-05,53
244720,2011-06,25
245260,2011-07,104
245800,2011-08,41
246340,2011-09,53
246880,2011-10,48
247420,2011-11,34
247960,2011-12,60
248500,2012-01,31
249040,2012-02,4
249580,2012-03,75
250120,2012-04,23
250660,2012-05,42
251200,2012-06,15
251740,2012-07,26
252280,2012-08,29
252820,2012-09,58
253360,2012-10,35
253900,2012-11,120
254440,2012-12,56
254980,2013-01,27
255520,2013-02,6
256060,2013-03,30
256600,2013-04,25
257140,2013-05,17
257680,2013-06,51
258220,2013-07,28
258760,2013-08,15
259300,2013-09,62
259840,2013-10,36
260380,2013-11,50
260920,2013-12,63
261460,2014-01,51
262000,2014-02,4
262540,2014-03,17
263080,2014-04,25
263620,2014-05,31
264160,2014-06,23
264700,2014-07,10
265240,2014-08,21
265780,2014-09,43
266320,2014-10,86
266860,2014-11,52
267400,2014-12,27
267940,2015-01,9
268480,2015-02,7
269020,2015-03,6
269560,2015-04,23
270100,2015-05,24
270640,2015-06,15
271180,2015-07,9
271720,2015-08,24
272260,2015-09,31
272800,2015-10,16
273340,2015-11,37
273880,2015-12,26
274420,2016-01,78
274960,2016-02,4
275500,2016-03,13
276040,2016-04,19
276580,2016-05,13
277120,2016-06,23
277660,2016-07,16
278200,2016-08,8
278740,2016-09,21
279280,2016-10,15
279820,2016-11,37
280360,2016-12,112
280900,2017-01,23
281440,2017-02,3
281980,2017-03,6
282520,2017-04,31
283060,2017-05,24
283600,2017-06,33
284140,2017-07,17
284680,2017-08,42
285220,2017-09,17
285760,2017-10,50
286300,2017-11,52
286840,2017-12,27
287380,2018-01,4
287920,2018-02,6
288460,2018-03,11
289000,2018-04,22
289540,2018-05,10
290080,2018-06,7
290620,2018-07,14
291160,2018-08,16
291700,2018-09,13
292240,2018-10,27
292780,2018-11,21
293320,2018-12,26
293860,2019-01,0
294400,2019-02,0
294940,2019-03,0
295480,2019-04,0
296020,2019-05,5
296560,2019-06,48
297100,2019-07,47
297640,2019-08,9
298180,2019-09,20
298720,2019-10,12
299260,2019-11,38
299800,2019-12,26
300340,2020-01,26
300880,2020-02,14
301420,2020-03,75
301960,2020-04,8
302500,2020-05,21
303040,2020-06,8
303580,2020-07,5
304120,2020-08,2
304660,2020-09,15
305200,2020-10,31
305740,2020-11,54
306280,2020-12,15
306820,2021-01,13
307360,2021-02,39
307900,2021-03,14
308440,2021-04,17
308980,2021-05,15
309520,2021-06,27
310060,2021-07,21
310600,2021-08,19
311140,2021-09,22
311680,2021-10,40
312220,2021-11,28
312760,2021-12,42
313300,2022-01,15
313840,2022-02,14
314380,2022-03,19
314920,2022-04,43
315460,2022-05,15
316000,2022-06,7
316540,2022-07,9
317080,2022-08,20
317620,2022-09,24
318160,2022-10,22
318700,2022-11,19
319240,2022-12,12
