,REF_DATE,GEO,Population,IND_VALUE,RATE,NewHomes,PopChange,PriceChange,PriceChangeR,Shortfall,ShortfallP
0,2001,"Saskatoon, Saskatchewan",232516.0,47.40833333333333,4.244576494023904,932,,,,,
1,2002,"Saskatoon, Saskatchewan",234263.0,48.09166666666667,2.438778486055777,1010,1747.0,0.6833333333333371,-0.2784999999999963,273.0,0.11653568852102124
2,2003,"Saskatoon, Saskatchewan",235867.0,49.48333333333333,2.9329581673306775,1675,1604.0,1.3916666666666586,0.40199999999999203,1746.0,0.7402476819563568
3,2004,"Saskatoon, Saskatchewan",238203.0,52.19166666666666,2.2506337301587305,1322,2336.0,2.7083333333333357,1.6645000000000025,308.0,0.12930147815098886
4,2005,"Saskatoon, Saskatchewan",239696.0,55.10833333333333,2.638006,1329,1493.0,2.9166666666666643,1.8144999999999978,1165.0,0.4860323075896135
5,2006,"Saskatoon, Saskatchewan",241931.0,60.09166666666667,3.9940248,1039,2235.0,4.983333333333341,3.7815000000000083,-157.0,-0.06489453604540137
6,2007,"Saskatoon, Saskatchewan",246052.0,83.40833333333333,4.34051952191235,1475,4121.0,23.316666666666663,21.648499999999995,-1171.0,-0.47591566010436814
7,2008,"Saskatoon, Saskatchewan",251481.0,100.56666666666666,3.043022310756972,2369,5429.0,17.15833333333333,15.146999999999998,-691.0,-0.27477224919576426
8,2009,"Saskatoon, Saskatchewan",257960.0,92.88333333333333,0.4240816,1872,6479.0,-7.683333333333337,-9.541000000000004,-2735.0,-1.0602418979686774
9,2010,"Saskatoon, Saskatchewan",264665.0,95.51666666666667,0.5850836,2000,6705.0,2.63333333333334,0.7230000000000065,-2705.0,-1.0220467383295864
10,2011,"Saskatoon, Saskatchewan",271728.0,96.83333333333333,0.9972819277108435,2520,7063.0,1.3166666666666629,-0.6200000000000037,-2023.0,-0.7444944944944945
11,2012,"Saskatoon, Saskatchewan",280765.0,99.03333333333335,1.0006468,3122,9037.0,2.200000000000017,0.21933333333335003,-2793.0,-0.9947821131551297
12,2013,"Saskatoon, Saskatchewan",287960.0,100.52499999999999,1.0030124,3253,7195.0,1.4916666666666458,-0.5188333333333541,-689.0,-0.2392693429643006
13,2014,"Saskatoon, Saskatchewan",294216.0,102.89999999999999,0.9997448000000001,2910,6256.0,2.375,0.31700000000000017,-436.0,-0.1481904451151535
14,2015,"Saskatoon, Saskatchewan",299349.0,102.49166666666667,0.6488304,2663,5133.0,-0.4083333333333172,-2.4581666666666506,193.0,0.06447324026470776
15,2016,"Saskatoon, Saskatchewan",307367.0,100.05833333333334,0.5007543999999999,2954,8018.0,-2.433333333333337,-4.434500000000003,-2110.0,-0.6864757765147201
16,2017,"Saskatoon, Saskatchewan",315702.0,99.25833333333333,0.6904273092369478,2053,8335.0,-0.8000000000000114,-2.7851666666666777,-4229.0,-1.3395543898993354
17,2018,"Saskatoon, Saskatchewan",323148.0,98.13333333333333,1.3982168,1568,7446.0,-1.125,-3.0876666666666663,-4310.0,-1.3337541931251315
18,2019,"Saskatoon, Saskatchewan",330413.0,97.05833333333334,1.746866,1563,7265.0,-1.0749999999999886,-3.0161666666666553,-4139.0,-1.2526746828968593
19,2020,"Saskatoon, Saskatchewan",336850.0,96.60000000000001,0.5413509960159363,1451,6437.0,-0.4583333333333286,-2.390333333333329,-3535.0,-1.0494285290188512
20,2021,"Saskatoon, Saskatchewan",339870.0,103.175,0.1864281124497992,2190,3020.0,6.574999999999989,4.511499999999989,1360.0,0.4001529996763468
21,2022,"Saskatoon, Saskatchewan",347536.0,108.0,1.8788707818930042,2186,7666.0,4.825000000000003,2.6650000000000027,-3294.0,-0.9478154781087427
