,REF_DATE,GEO,Population,IND_VALUE,RATE,NewHomes,PopChange,PriceChange,PriceChangeR,Shortfall,ShortfallP
0,2001,"London, Ontario",453101.0,64.80833333333334,4.244576494023904,1780,,,,,
1,2002,"London, Ontario",458659.0,66.675,2.438778486055777,2143,5558.0,1.86666666666666,0.5331666666666601,-1272.0,-0.2773302170021737
2,2003,"London, Ontario",462722.0,69.79166666666667,2.9329581673306775,2172,4063.0,3.1166666666666742,1.7208333333333408,281.0,0.06072760750515428
3,2004,"London, Ontario",467560.0,73.125,2.2506337301587305,3438,4838.0,3.3333333333333286,1.8708333333333285,2038.0,0.43587988707331676
4,2005,"London, Ontario",471563.0,76.69166666666666,2.638006,3061,4003.0,3.566666666666663,2.0328333333333295,2119.0,0.44935671373708286
5,2006,"London, Ontario",475886.0,80.625,3.9940248,2787,4323.0,3.933333333333337,2.3208333333333373,1251.0,0.2628780842470676
6,2007,"London, Ontario",478557.0,83.51666666666667,4.34051952191235,3189,2671.0,2.8916666666666657,1.2213333333333323,3707.0,0.7746203691514282
7,2008,"London, Ontario",481970.0,86.43333333333334,3.043022310756972,3140,3413.0,2.9166666666666714,1.1880000000000046,2867.0,0.5948503018860095
8,2009,"London, Ontario",483908.0,87.70833333333333,0.4240816,1510,1938.0,1.2749999999999915,-0.4791666666666752,1082.0,0.22359622076923713
9,2010,"London, Ontario",486555.0,90.075,0.5850836,2707,2647.0,2.3666666666666742,0.5651666666666741,2767.0,0.5686921314137148
10,2011,"London, Ontario",489086.0,90.425,0.9972819277108435,2102,2531.0,0.3499999999999943,-1.4585000000000057,1673.0,0.342066630408558
11,2012,"London, Ontario",491868.0,91.60833333333333,1.0006468,1667,2782.0,1.1833333333333371,-0.6488333333333296,552.0,0.11222523115957939
12,2013,"London, Ontario",494151.0,93.22500000000001,1.0030124,1951,2283.0,1.6166666666666742,-0.24783333333332602,1619.0,0.3276326467011096
13,2014,"London, Ontario",497055.0,95.01666666666667,0.9997448000000001,2011,2904.0,1.7916666666666572,-0.10866666666667624,1118.0,0.2249248071139009
14,2015,"London, Ontario",500624.0,96.56666666666666,0.6488304,1937,3569.0,1.5499999999999972,-0.3813333333333362,305.0,0.06092396688932212
15,2016,"London, Ontario",509009.0,98.55833333333334,0.5007543999999999,2912,8385.0,1.9916666666666742,0.020500000000007512,-2561.0,-0.503134522179372
16,2017,"London, Ontario",520146.0,104.64999999999999,0.6904273092369478,2357,11137.0,6.091666666666654,3.9986666666666544,-6423.0,-1.2348456010427842
17,2018,"London, Ontario",532421.0,109.83333333333333,1.3982168,3713,12275.0,5.183333333333337,2.9866666666666704,-4849.0,-0.9107454439250142
18,2019,"London, Ontario",542155.0,113.15833333333335,1.746866,2631,9734.0,3.325000000000017,1.0618333333333503,-4472.0,-0.8248563602659755
19,2020,"London, Ontario",550605.0,116.675,0.5413509960159363,3140,8450.0,3.5166666666666515,1.1831666666666516,-2170.0,-0.39411193142089157
20,2021,"London, Ontario",557394.0,132.0,0.1864281124497992,3815,6789.0,15.325000000000003,12.685000000000002,841.0,0.15088070556913064
21,2022,"London, Ontario",574238.0,147.19166666666666,1.8788707818930042,3330,16844.0,15.191666666666663,12.247833333333329,-10184.0,-1.7734806822258369
