,REF_DATE,GEO,Population,IND_VALUE,RATE,NewHomes,PopChange,PriceChange,PriceChangeR,Shortfall,ShortfallP
0,2001,"Toronto, Ontario",4882618.0,56.49166666666667,4.244576494023904,37138,,,,,
1,2002,"Toronto, Ontario",5002533.0,58.38333333333333,2.438778486055777,45170,119915.0,1.8916666666666657,0.7239999999999991,-29575.0,-0.5912004978278004
2,2003,"Toronto, Ontario",5081464.0,61.10833333333333,2.9329581673306775,38644,78931.0,2.7249999999999943,1.5028333333333277,-1643.0,-0.03233320161276357
3,2004,"Toronto, Ontario",5162061.0,64.72500000000001,2.2506337301587305,39620,80597.0,3.6166666666666814,2.322166666666681,-1357.0,-0.026287949716208313
4,2005,"Toronto, Ontario",5241407.0,67.64166666666667,2.638006,39296,79346.0,2.916666666666657,1.5638333333333239,-754.0,-0.014385450318969697
5,2006,"Toronto, Ontario",5334382.0,70.22500000000001,3.9940248,38121,92975.0,2.583333333333343,1.1788333333333425,-16733.0,-0.31368207226254136
6,2007,"Toronto, Ontario",5415765.0,72.11666666666666,4.34051952191235,30357,81383.0,1.8916666666666515,0.44933333333331826,-20669.0,-0.38164506768665185
7,2008,"Toronto, Ontario",5501325.0,74.675,3.043022310756972,36258,85560.0,2.558333333333337,1.064833333333337,-13044.0,-0.23710651524859921
8,2009,"Toronto, Ontario",5588312.0,74.55833333333334,0.4240816,28356,86987.0,-0.11666666666666003,-1.6078333333333268,-30275.0,-0.5417557215846216
9,2010,"Toronto, Ontario",5681126.0,76.48333333333333,0.5850836,31393,92814.0,1.9249999999999972,0.39533333333333043,-30028.0,-0.5285571909512304
10,2011,"Toronto, Ontario",5768001.0,80.05,0.9972819277108435,33831,86875.0,3.566666666666663,1.965666666666663,-19213.0,-0.3330963361483467
11,2012,"Toronto, Ontario",5852841.0,84.15833333333333,1.0006468,31907,84840.0,4.108333333333334,2.4251666666666676,-21026.0,-0.3592443396292501
12,2013,"Toronto, Ontario",5931697.0,86.22500000000001,1.0030124,33708,78856.0,2.066666666666677,0.34216666666667694,-11440.0,-0.19286217755222496
13,2014,"Toronto, Ontario",5998737.0,88.04166666666667,0.9997448000000001,29213,67040.0,1.8166666666666629,0.055833333333329405,-8614.0,-0.14359689381281426
14,2015,"Toronto, Ontario",6045240.0,90.85000000000001,0.6488304,46384,46503.0,2.808333333333337,0.991333333333337,46265.0,0.7653128742614024
15,2016,"Toronto, Ontario",6125013.0,96.61666666666667,0.5007543999999999,34613,79773.0,5.766666666666666,3.8343333333333325,-10547.0,-0.1721955528910714
16,2017,"Toronto, Ontario",6217328.0,103.61666666666667,0.6904273092369478,37132,92315.0,7.0,4.927666666666667,-18051.0,-0.29033372535597285
17,2018,"Toronto, Ontario",6337780.0,103.45833333333333,1.3982168,37750,120452.0,-0.15833333333334565,-2.2275000000000125,-44952.0,-0.709270438544727
18,2019,"Toronto, Ontario",6462898.0,102.55,1.746866,27410,125118.0,-0.9083333333333314,-2.9593333333333316,-70298.0,-1.0877163773898335
19,2020,"Toronto, Ontario",6543886.0,103.49166666666667,0.5413509960159363,30841,80988.0,0.9416666666666771,-1.1281666666666563,-19306.0,-0.29502347687597247
20,2021,"Toronto, Ontario",6547381.0,110.41666666666667,0.1864281124497992,36723,3495.0,6.924999999999997,4.716666666666663,69951.0,1.068381387916787
21,2022,"Toronto, Ontario",6685621.0,115.40833333333332,1.8788707818930042,28955,138240.0,4.991666666666646,2.6834999999999796,-80330.0,-1.2015338590087592
