,REF_DATE,GEO,Population,IND_VALUE,RATE,NewHomes,PopChange,PriceChange,PriceChangeR,Shortfall,ShortfallP
0,2001,"Montréal, Quebec",3626699.0,60.85,4.244576494023904,13626,,,,,
1,2002,"Montréal, Quebec",3663840.0,64.38333333333334,2.438778486055777,16085,37141.0,3.5333333333333385,2.245666666666672,-4971.0,-0.13567732215380585
2,2003,"Montréal, Quebec",3693579.0,69.125,2.9329581673306775,20280,29739.0,4.74166666666666,3.3591666666666598,10821.0,0.2929678774976791
3,2004,"Montréal, Quebec",3725738.0,73.55,2.2506337301587305,24920,32159.0,4.424999999999997,2.953999999999997,17681.0,0.47456369717892133
4,2005,"Montréal, Quebec",3754003.0,77.24166666666666,2.638006,25699,28265.0,3.691666666666663,2.14683333333333,23133.0,0.6162222033386761
5,2006,"Montréal, Quebec",3787447.0,80.52499999999999,3.9940248,24143,33444.0,3.2833333333333314,1.6728333333333316,14842.0,0.39187347044064247
6,2007,"Montréal, Quebec",3820627.0,83.97500000000001,4.34051952191235,24361,33180.0,3.450000000000017,1.7705000000000168,15542.0,0.4067918695020477
7,2008,"Montréal, Quebec",3859334.0,88.09166666666665,3.043022310756972,23808,38707.0,4.116666666666646,2.3548333333333127,8909.0,0.2308429381857077
8,2009,"Montréal, Quebec",3907597.0,90.15833333333335,0.4240816,19486,48263.0,2.0666666666666913,0.26350000000002427,-9291.0,-0.2377676101194673
9,2010,"Montréal, Quebec",3953773.0,92.95833333333333,0.5850836,19922,46176.0,2.799999999999983,0.9408333333333163,-6332.0,-0.16015082302398242
10,2011,"Montréal, Quebec",3994492.0,95.675,0.9972819277108435,19866,40719.0,2.7166666666666686,0.8031666666666686,-987.0,-0.024709024326497585
11,2012,"Montréal, Quebec",4031655.0,96.98333333333333,1.0006468,19092,37163.0,1.3083333333333371,-0.6313333333333295,1021.0,0.025324587545313276
12,2013,"Montréal, Quebec",4066332.0,97.925,1.0030124,17394,34677.0,0.9416666666666629,-1.016833333333337,111.0,0.0027297328403091533
13,2014,"Montréal, Quebec",4093501.0,98.3,0.9997448000000001,18985,27169.0,0.375,-1.591,10801.0,0.263857270341451
14,2015,"Montréal, Quebec",4109712.0,98.61666666666667,0.6488304,14749,16211.0,0.3166666666666771,-1.6556666666666564,13287.0,0.3233073266447868
15,2016,"Montréal, Quebec",4140425.0,99.61666666666667,0.5007543999999999,19047,30713.0,1.0,-0.9923333333333335,7381.0,0.1782667238266603
16,2017,"Montréal, Quebec",4193207.0,100.79166666666667,0.6904273092369478,20558,52782.0,1.1749999999999972,-0.8408333333333364,-11666.0,-0.27821187935630176
17,2018,"Montréal, Quebec",4264846.0,103.36666666666667,1.3982168,21650,71639.0,2.575000000000003,0.5076666666666694,-28339.0,-0.6644788580877246
18,2019,"Montréal, Quebec",4334308.0,107.375,1.746866,23024,69462.0,4.008333333333326,1.8608333333333258,-23414.0,-0.5402015731230914
19,2020,"Montréal, Quebec",4366487.0,115.825,0.5413509960159363,24376,32179.0,8.450000000000003,6.133500000000003,16573.0,0.3795499677429476
20,2021,"Montréal, Quebec",4340642.0,135.525,0.1864281124497992,23222,-25845.0,19.700000000000003,16.989500000000003,72289.0,1.6653988050615556
21,2022,"Montréal, Quebec",4378796.0,150.42499999999998,1.8788707818930042,25740,38154.0,14.899999999999977,11.891499999999978,13326.0,0.304330231415211
