,REF_DATE,VALUE,Age group
50370,2001,79828.0,All ages
111780,2002,81125.0,All ages
173190,2003,82581.0,All ages
234600,2004,84521.0,All ages
296010,2005,86150.0,All ages
357420,2006,86854.0,All ages
418830,2007,88694.0,All ages
480240,2008,90753.0,All ages
541650,2009,92548.0,All ages
603060,2010,94398.0,All ages
664470,2011,95862.0,All ages
725880,2012,97595.0,All ages
787290,2013,98991.0,All ages
848700,2014,100626.0,All ages
910110,2015,102876.0,All ages
971520,2016,106006.0,All ages
1032930,2017,108962.0,All ages
1094340,2018,112437.0,All ages
1155750,2019,114539.0,All ages
1217160,2020,116968.0,All ages
1278570,2021,119221.0,All ages
1339980,2022,121802.0,All ages
