,REF_DATE,VALUE,Age group
15180,2001,31056.0,All ages
76590,2002,30955.0,All ages
138000,2003,31048.0,All ages
199410,2004,31199.0,All ages
260820,2005,31408.0,All ages
322230,2006,31362.0,All ages
383640,2007,31340.0,All ages
445050,2008,31342.0,All ages
506460,2009,31595.0,All ages
567870,2010,31810.0,All ages
629280,2011,32009.0,All ages
690690,2012,32098.0,All ages
752100,2013,32348.0,All ages
813510,2014,32333.0,All ages
874920,2015,32397.0,All ages
936330,2016,32498.0,All ages
997740,2017,32360.0,All ages
1059150,2018,32124.0,All ages
1120560,2019,32031.0,All ages
1181970,2020,31718.0,All ages
1243380,2021,31597.0,All ages
1304790,2022,31840.0,All ages
