,REF_DATE,VALUE,Age group
26220,2001,39796.0,All ages
87630,2002,39850.0,All ages
149040,2003,39994.0,All ages
210450,2004,39987.0,All ages
271860,2005,39982.0,All ages
333270,2006,39888.0,All ages
394680,2007,40020.0,All ages
456090,2008,40070.0,All ages
517500,2009,40156.0,All ages
578910,2010,40190.0,All ages
640320,2011,40413.0,All ages
701730,2012,40341.0,All ages
763140,2013,40543.0,All ages
824550,2014,40637.0,All ages
885960,2015,40818.0,All ages
947370,2016,40911.0,All ages
1008780,2017,41297.0,All ages
1070190,2018,41651.0,All ages
1131600,2019,42250.0,All ages
1193010,2020,42866.0,All ages
1254420,2021,43790.0,All ages
1315830,2022,44508.0,All ages
