,REF_DATE,VALUE,Age group
24840,2001,70890.0,All ages
86250,2002,71745.0,All ages
147660,2003,72652.0,All ages
209070,2004,73534.0,All ages
270480,2005,74651.0,All ages
331890,2006,75560.0,All ages
393300,2007,76543.0,All ages
454710,2008,77479.0,All ages
516120,2009,78667.0,All ages
577530,2010,80316.0,All ages
638940,2011,81660.0,All ages
700350,2012,82450.0,All ages
761760,2013,83264.0,All ages
823170,2014,83988.0,All ages
884580,2015,84545.0,All ages
945990,2016,85430.0,All ages
1007400,2017,86523.0,All ages
1068810,2018,87570.0,All ages
1130220,2019,88882.0,All ages
1191630,2020,90525.0,All ages
1253040,2021,92255.0,All ages
1314450,2022,93332.0,All ages
