,REF_DATE,VALUE,Age group
27255,2001,40326.0,All ages
88665,2002,40000.0,All ages
150075,2003,39768.0,All ages
211485,2004,39712.0,All ages
272895,2005,39981.0,All ages
334305,2006,40273.0,All ages
395715,2007,40387.0,All ages
457125,2008,40615.0,All ages
518535,2009,40870.0,All ages
579945,2010,41099.0,All ages
641355,2011,41460.0,All ages
702765,2012,41669.0,All ages
764175,2013,41914.0,All ages
825585,2014,42146.0,All ages
886995,2015,42223.0,All ages
948405,2016,42554.0,All ages
1009815,2017,42849.0,All ages
1071225,2018,42963.0,All ages
1132635,2019,43078.0,All ages
1194045,2020,43101.0,All ages
1255455,2021,42999.0,All ages
1316865,2022,43075.0,All ages
