,REF_DATE,VALUE,Age group
36225,2001,34934.0,All ages
97635,2002,35485.0,All ages
159045,2003,36012.0,All ages
220455,2004,36429.0,All ages
281865,2005,36765.0,All ages
343275,2006,36657.0,All ages
404685,2007,36531.0,All ages
466095,2008,36498.0,All ages
527505,2009,36370.0,All ages
588915,2010,36333.0,All ages
650325,2011,36304.0,All ages
711735,2012,36132.0,All ages
773145,2013,36207.0,All ages
834555,2014,36286.0,All ages
895965,2015,36463.0,All ages
957375,2016,36812.0,All ages
1018785,2017,38042.0,All ages
1080195,2018,38817.0,All ages
1141605,2019,39399.0,All ages
1203015,2020,39876.0,All ages
1264425,2021,40576.0,All ages
1325835,2022,41281.0,All ages
