,REF_DATE,VALUE,Age group
13455,2001,325732.0,All ages
23805,2001,42040.0,All ages
74865,2002,327861.0,All ages
85215,2002,42390.0,All ages
136275,2003,330032.0,All ages
146625,2003,42847.0,All ages
197685,2004,332132.0,All ages
208035,2004,42982.0,All ages
259095,2005,335240.0,All ages
269445,2005,43164.0,All ages
320505,2006,339693.0,All ages
330855,2006,43536.0,All ages
381915,2007,342052.0,All ages
392265,2007,44264.0,All ages
443325,2008,344394.0,All ages
453675,2008,44981.0,All ages
504735,2009,348064.0,All ages
515085,2009,45455.0,All ages
566145,2010,351150.0,All ages
576495,2010,46041.0,All ages
627555,2011,352050.0,All ages
637905,2011,46819.0,All ages
688965,2012,358426.0,All ages
699315,2012,47383.0,All ages
750375,2013,364837.0,All ages
760725,2013,47896.0,All ages
811785,2014,370234.0,All ages
822135,2014,48545.0,All ages
873195,2015,376036.0,All ages
883545,2015,48841.0,All ages
934605,2016,384632.0,All ages
944955,2016,49312.0,All ages
996015,2017,390665.0,All ages
1006365,2017,49662.0,All ages
1057425,2018,396839.0,All ages
1067775,2018,50172.0,All ages
1118835,2019,403466.0,All ages
1129185,2019,50472.0,All ages
1180245,2020,409398.0,All ages
1190595,2020,50818.0,All ages
1241655,2021,413859.0,All ages
1252005,2021,51137.0,All ages
1303065,2022,423136.0,All ages
1313415,2022,51541.0,All ages
