,REF_DATE,VALUE,Age group
11730,2001,977775.0,All ages
73140,2002,1007032.0,All ages
134550,2003,1028587.0,All ages
195960,2004,1051686.0,All ages
257370,2005,1085764.0,All ages
318780,2006,1124723.0,All ages
380190,2007,1155560.0,All ages
441600,2008,1187476.0,All ages
503010,2009,1220700.0,All ages
564420,2010,1240521.0,All ages
625830,2011,1263935.0,All ages
687240,2012,1300292.0,All ages
748650,2013,1344686.0,All ages
810060,2014,1386828.0,All ages
871470,2015,1414010.0,All ages
932880,2016,1438160.0,All ages
994290,2017,1458336.0,All ages
1055700,2018,1483528.0,All ages
1117110,2019,1514426.0,All ages
1178520,2020,1542956.0,All ages
1239930,2021,1558588.0,All ages
1301340,2022,1608342.0,All ages
