,REF_DATE,VALUE,Age group
39675,2001,13673.0,All ages
101085,2002,13742.0,All ages
162495,2003,13827.0,All ages
223905,2004,13938.0,All ages
285315,2005,13939.0,All ages
346725,2006,13936.0,All ages
408135,2007,13823.0,All ages
469545,2008,13697.0,All ages
530955,2009,13533.0,All ages
592365,2010,13500.0,All ages
653775,2011,13436.0,All ages
715185,2012,13484.0,All ages
776595,2013,13532.0,All ages
838005,2014,13688.0,All ages
899415,2015,13907.0,All ages
960825,2016,14187.0,All ages
1022235,2017,14462.0,All ages
1083645,2018,14483.0,All ages
1145055,2019,14320.0,All ages
1206465,2020,14205.0,All ages
1267875,2021,14292.0,All ages
1329285,2022,14421.0,All ages
