,REF_DATE,VALUE,Age group
20700,2001,26666.0,All ages
82110,2002,26765.0,All ages
143520,2003,27008.0,All ages
204930,2004,27249.0,All ages
266340,2005,27526.0,All ages
327750,2006,27825.0,All ages
389160,2007,28244.0,All ages
450570,2008,28449.0,All ages
511980,2009,28770.0,All ages
573390,2010,28977.0,All ages
634800,2011,29221.0,All ages
696210,2012,29169.0,All ages
757620,2013,29299.0,All ages
819030,2014,29203.0,All ages
880440,2015,29024.0,All ages
941850,2016,29004.0,All ages
1003260,2017,29237.0,All ages
1064670,2018,29459.0,All ages
1126080,2019,29649.0,All ages
1187490,2020,29787.0,All ages
1248900,2021,29864.0,All ages
1310310,2022,29979.0,All ages
