,REF_DATE,VALUE,Age group
41400,2001,43453.0,All ages
102810,2002,43236.0,All ages
164220,2003,43080.0,All ages
225630,2004,43079.0,All ages
287040,2005,42856.0,All ages
348450,2006,42672.0,All ages
409860,2007,43072.0,All ages
471270,2008,43691.0,All ages
532680,2009,44264.0,All ages
594090,2010,44726.0,All ages
655500,2011,44877.0,All ages
716910,2012,45044.0,All ages
778320,2013,45205.0,All ages
839730,2014,45190.0,All ages
901140,2015,45287.0,All ages
962550,2016,45673.0,All ages
1023960,2017,46111.0,All ages
1085370,2018,46109.0,All ages
1146780,2019,46397.0,All ages
1208190,2020,46302.0,All ages
1269600,2021,46107.0,All ages
1331010,2022,46104.0,All ages
