,REF_DATE,VALUE,Age group
38295,2001,19878.0,All ages
99705,2002,20306.0,All ages
161115,2003,20856.0,All ages
222525,2004,21462.0,All ages
283935,2005,22080.0,All ages
345345,2006,22824.0,All ages
406755,2007,23955.0,All ages
468165,2008,25115.0,All ages
529575,2009,26330.0,All ages
590985,2010,26899.0,All ages
652395,2011,27457.0,All ages
713805,2012,28217.0,All ages
775215,2013,28982.0,All ages
836625,2014,29506.0,All ages
898035,2015,30275.0,All ages
959445,2016,31317.0,All ages
1020855,2017,31898.0,All ages
1082265,2018,32719.0,All ages
1143675,2019,33519.0,All ages
1205085,2020,34408.0,All ages
1266495,2021,34926.0,All ages
1327905,2022,35666.0,All ages
