,REF_DATE,VALUE,Age group
33120,2001,63211.0,All ages
94530,2002,63669.0,All ages
155940,2003,64059.0,All ages
217350,2004,64500.0,All ages
278760,2005,64764.0,All ages
340170,2006,64775.0,All ages
401580,2007,64615.0,All ages
462990,2008,64776.0,All ages
524400,2009,64803.0,All ages
585810,2010,64809.0,All ages
647220,2011,64722.0,All ages
708630,2012,64434.0,All ages
770040,2013,64260.0,All ages
831450,2014,64482.0,All ages
892860,2015,65286.0,All ages
954270,2016,66064.0,All ages
1015680,2017,67019.0,All ages
1077090,2018,68922.0,All ages
1138500,2019,70062.0,All ages
1199910,2020,70498.0,All ages
1261320,2021,71863.0,All ages
1322730,2022,73166.0,All ages
