,REF_DATE,VALUE,Age group
12420,2001,154210.0,All ages
73830,2002,156041.0,All ages
135240,2003,158495.0,All ages
196650,2004,161221.0,All ages
258060,2005,163765.0,All ages
319470,2006,167123.0,All ages
380880,2007,170995.0,All ages
442290,2008,175162.0,All ages
503700,2009,178330.0,All ages
565110,2010,181435.0,All ages
626520,2011,183619.0,All ages
687930,2012,186137.0,All ages
749340,2013,189130.0,All ages
810750,2014,193259.0,All ages
872160,2015,198305.0,All ages
933570,2016,203999.0,All ages
994980,2017,208476.0,All ages
1056390,2018,213831.0,All ages
1117800,2019,218600.0,All ages
1179210,2020,223529.0,All ages
1240620,2021,229003.0,All ages
1302030,2022,235473.0,All ages
