,REF_DATE,VALUE,Age group
8280,2001,128494.0,All ages
69690,2002,130572.0,All ages
131100,2003,132588.0,All ages
192510,2004,134836.0,All ages
253920,2005,137200.0,All ages
315330,2006,139303.0,All ages
376740,2007,140239.0,All ages
438150,2008,141550.0,All ages
499560,2009,142773.0,All ages
560970,2010,144324.0,All ages
622380,2011,145634.0,All ages
683790,2012,147971.0,All ages
745200,2013,149597.0,All ages
806610,2014,151684.0,All ages
868020,2015,153679.0,All ages
929430,2016,157088.0,All ages
990840,2017,159996.0,All ages
1052250,2018,162574.0,All ages
1113660,2019,165125.0,All ages
1175070,2020,167658.0,All ages
1236480,2021,169363.0,All ages
1297890,2022,172400.0,All ages
