,REF_DATE,VALUE,Age group
9315,2001,155328.0,All ages
70725,2002,161575.0,All ages
132135,2003,167800.0,All ages
193545,2004,173647.0,All ages
254955,2005,179259.0,All ages
316365,2006,184452.0,All ages
377775,2007,186501.0,All ages
439185,2008,188167.0,All ages
500595,2009,189558.0,All ages
562005,2010,191021.0,All ages
623415,2011,192639.0,All ages
684825,2012,194450.0,All ages
746235,2013,196369.0,All ages
807645,2014,198231.0,All ages
869055,2015,199869.0,All ages
930465,2016,203254.0,All ages
991875,2017,206729.0,All ages
1053285,2018,210098.0,All ages
1114695,2019,214350.0,All ages
1176105,2020,218377.0,All ages
1237515,2021,221954.0,All ages
1298925,2022,228979.0,All ages
