,REF_DATE,VALUE,Age group
34155,2001,48721.0,All ages
95565,2002,49844.0,All ages
156975,2003,50661.0,All ages
218385,2004,51392.0,All ages
279795,2005,51992.0,All ages
341205,2006,51710.0,All ages
402615,2007,51480.0,All ages
464025,2008,51212.0,All ages
525435,2009,51096.0,All ages
586845,2010,51212.0,All ages
648255,2011,51185.0,All ages
709665,2012,50631.0,All ages
771075,2013,50002.0,All ages
832485,2014,49693.0,All ages
893895,2015,50606.0,All ages
955305,2016,53640.0,All ages
1016715,2017,53058.0,All ages
1078125,2018,52038.0,All ages
1139535,2019,52074.0,All ages
1200945,2020,52257.0,All ages
1262355,2021,53155.0,All ages
1323765,2022,54556.0,All ages
