,REF_DATE,VALUE,Age group
51060,2001,40483.0,All ages
112470,2002,40593.0,All ages
173880,2003,41057.0,All ages
235290,2004,41621.0,All ages
296700,2005,42091.0,All ages
358110,2006,42465.0,All ages
419520,2007,42760.0,All ages
480930,2008,43246.0,All ages
542340,2009,43575.0,All ages
603750,2010,43829.0,All ages
665160,2011,43917.0,All ages
726570,2012,43948.0,All ages
787980,2013,44342.0,All ages
849390,2014,44839.0,All ages
910800,2015,45312.0,All ages
972210,2016,46129.0,All ages
1033620,2017,46961.0,All ages
1095030,2018,47630.0,All ages
1156440,2019,48148.0,All ages
1217850,2020,48501.0,All ages
1279260,2021,48891.0,All ages
1340670,2022,49500.0,All ages
