,REF_DATE,VALUE,Age group
16215,2001,25862.0,All ages
77625,2002,25983.0,All ages
139035,2003,26195.0,All ages
200445,2004,26382.0,All ages
261855,2005,26564.0,All ages
323265,2006,26650.0,All ages
384675,2007,26594.0,All ages
446085,2008,26673.0,All ages
507495,2009,26763.0,All ages
568905,2010,26856.0,All ages
630315,2011,26933.0,All ages
691725,2012,27010.0,All ages
753135,2013,26812.0,All ages
814545,2014,26774.0,All ages
875955,2015,26639.0,All ages
937365,2016,26754.0,All ages
998775,2017,27015.0,All ages
1060185,2018,27511.0,All ages
1121595,2019,27819.0,All ages
1183005,2020,28223.0,All ages
1244415,2021,28888.0,All ages
1305825,2022,29683.0,All ages
