,REF_DATE,VALUE,Age group
38985,2001,13333.0,All ages
100395,2002,13282.0,All ages
161805,2003,13355.0,All ages
223215,2004,13573.0,All ages
284625,2005,13261.0,All ages
346035,2006,13064.0,All ages
407445,2007,13031.0,All ages
468855,2008,13062.0,All ages
530265,2009,13078.0,All ages
591675,2010,13210.0,All ages
653085,2011,13212.0,All ages
714495,2012,13158.0,All ages
775905,2013,13096.0,All ages
837315,2014,13222.0,All ages
898725,2015,13300.0,All ages
960135,2016,13630.0,All ages
1021545,2017,13575.0,All ages
1082955,2018,13532.0,All ages
1144365,2019,13467.0,All ages
1205775,2020,13405.0,All ages
1267185,2021,13421.0,All ages
1328595,2022,13647.0,All ages
