,REF_DATE,VALUE,Age group
10350,2001,695830.0,All ages
71760,2002,699855.0,All ages
133170,2003,703975.0,All ages
194580,2004,709714.0,All ages
255990,2005,712268.0,All ages
317400,2006,716043.0,All ages
378810,2007,719269.0,All ages
440220,2008,722848.0,All ages
501630,2009,729444.0,All ages
563040,2010,736073.0,All ages
624450,2011,745774.0,All ages
685860,2012,757053.0,All ages
747270,2013,766503.0,All ages
808680,2014,776923.0,All ages
870090,2015,785860.0,All ages
931500,2016,801177.0,All ages
992910,2017,817603.0,All ages
1054320,2018,831823.0,All ages
1115730,2019,844331.0,All ages
1177140,2020,850558.0,All ages
1238550,2021,858848.0,All ages
1299960,2022,871778.0,All ages
