,REF_DATE,VALUE,Age group
8625,2001,453101.0,All ages
70035,2002,458659.0,All ages
131445,2003,462722.0,All ages
192855,2004,467560.0,All ages
254265,2005,471563.0,All ages
315675,2006,475886.0,All ages
377085,2007,478557.0,All ages
438495,2008,481970.0,All ages
499905,2009,483908.0,All ages
561315,2010,486555.0,All ages
622725,2011,489086.0,All ages
684135,2012,491868.0,All ages
745545,2013,494151.0,All ages
806955,2014,497055.0,All ages
868365,2015,500624.0,All ages
929775,2016,509009.0,All ages
991185,2017,520146.0,All ages
1052595,2018,532421.0,All ages
1114005,2019,542155.0,All ages
1175415,2020,550605.0,All ages
1236825,2021,557394.0,All ages
1298235,2022,574238.0,All ages
