,REF_DATE,VALUE,Age group
22425,2001,11551.0,All ages
83835,2002,11609.0,All ages
145245,2003,11574.0,All ages
206655,2004,11645.0,All ages
268065,2005,11583.0,All ages
329475,2006,11701.0,All ages
390885,2007,11963.0,All ages
452295,2008,12193.0,All ages
513705,2009,12513.0,All ages
575115,2010,12785.0,All ages
636525,2011,13024.0,All ages
697935,2012,13131.0,All ages
759345,2013,13370.0,All ages
820755,2014,13480.0,All ages
882165,2015,13613.0,All ages
943575,2016,13621.0,All ages
1004985,2017,13740.0,All ages
1066395,2018,13815.0,All ages
1127805,2019,13609.0,All ages
1189215,2020,13234.0,All ages
1250625,2021,13468.0,All ages
1312035,2022,13608.0,All ages
