,REF_DATE,VALUE,Age group
29325,2001,27898.0,All ages
90735,2002,28146.0,All ages
152145,2003,28316.0,All ages
213555,2004,28445.0,All ages
274965,2005,28546.0,All ages
336375,2006,28580.0,All ages
397785,2007,28778.0,All ages
459195,2008,28935.0,All ages
520605,2009,29198.0,All ages
582015,2010,29657.0,All ages
643425,2011,29964.0,All ages
704835,2012,30363.0,All ages
766245,2013,30772.0,All ages
827655,2014,31277.0,All ages
889065,2015,31762.0,All ages
950475,2016,32271.0,All ages
1011885,2017,33397.0,All ages
1073295,2018,34661.0,All ages
1134705,2019,35858.0,All ages
1196115,2020,37455.0,All ages
1257525,2021,39088.0,All ages
1318935,2022,40644.0,All ages
