,REF_DATE,VALUE,Age group
14145,2001,10692.0,All ages
75555,2002,10681.0,All ages
136965,2003,10685.0,All ages
198375,2004,10727.0,All ages
259785,2005,10696.0,All ages
321195,2006,10622.0,All ages
382605,2007,10605.0,All ages
444015,2008,10694.0,All ages
505425,2009,10833.0,All ages
566835,2010,10989.0,All ages
628245,2011,11069.0,All ages
689655,2012,11070.0,All ages
751065,2013,11087.0,All ages
812475,2014,11154.0,All ages
873885,2015,11227.0,All ages
935295,2016,11284.0,All ages
996705,2017,11337.0,All ages
1058115,2018,11271.0,All ages
1119525,2019,11211.0,All ages
1180935,2020,11090.0,All ages
1242345,2021,11057.0,All ages
1303755,2022,11087.0,All ages
