,REF_DATE,VALUE,Age group
54510,2001,17373.0,All ages
115920,2002,16900.0,All ages
177330,2003,16594.0,All ages
238740,2004,16333.0,All ages
300150,2005,16075.0,All ages
361560,2006,15845.0,All ages
422970,2007,15847.0,All ages
484380,2008,15974.0,All ages
545790,2009,16056.0,All ages
607200,2010,15976.0,All ages
668610,2011,15873.0,All ages
730020,2012,15974.0,All ages
791430,2013,16135.0,All ages
852840,2014,16343.0,All ages
914250,2015,16385.0,All ages
975660,2016,16403.0,All ages
1037070,2017,16404.0,All ages
1098480,2018,16656.0,All ages
1159890,2019,16945.0,All ages
1221300,2020,17294.0,All ages
1282710,2021,17385.0,All ages
1344120,2022,17682.0,All ages
