,REF_DATE,VALUE,Age group
6900,2001,689178.0,All ages
68310,2002,697790.0,All ages
129720,2003,705420.0,All ages
191130,2004,712186.0,All ages
252540,2005,717717.0,All ages
313950,2006,719331.0,All ages
375360,2007,721376.0,All ages
436770,2008,725665.0,All ages
498180,2009,730354.0,All ages
559590,2010,736875.0,All ages
621000,2011,741956.0,All ages
682410,2012,747678.0,All ages
743820,2013,752450.0,All ages
805230,2014,756928.0,All ages
866640,2015,761279.0,All ages
928050,2016,768982.0,All ages
989460,2017,777572.0,All ages
1050870,2018,785214.0,All ages
1112280,2019,795410.0,All ages
1173690,2020,806522.0,All ages
1235100,2021,811396.0,All ages
1296510,2022,821839.0,All ages
