,REF_DATE,VALUE,Age group
51405,2001,89549.0,All ages
112815,2002,90083.0,All ages
174225,2003,90914.0,All ages
235635,2004,92294.0,All ages
297045,2005,93453.0,All ages
358455,2006,95019.0,All ages
419865,2007,96089.0,All ages
481275,2008,97394.0,All ages
542685,2009,98184.0,All ages
604095,2010,99261.0,All ages
665505,2011,99996.0,All ages
726915,2012,101238.0,All ages
788325,2013,102696.0,All ages
849735,2014,104754.0,All ages
911145,2015,106959.0,All ages
972555,2016,109193.0,All ages
1033965,2017,111163.0,All ages
1095375,2018,113540.0,All ages
1156785,2019,115679.0,All ages
1218195,2020,116748.0,All ages
1279605,2021,117935.0,All ages
1341015,2022,120165.0,All ages
