,REF_DATE,VALUE,Age group
31740,2001,25185.0,All ages
93150,2002,25611.0,All ages
154560,2003,26024.0,All ages
215970,2004,26490.0,All ages
277380,2005,26998.0,All ages
338790,2006,26965.0,All ages
400200,2007,26996.0,All ages
461610,2008,27077.0,All ages
523020,2009,27092.0,All ages
584430,2010,27252.0,All ages
645840,2011,27385.0,All ages
707250,2012,27639.0,All ages
768660,2013,27766.0,All ages
830070,2014,28080.0,All ages
891480,2015,28426.0,All ages
952890,2016,29008.0,All ages
1014300,2017,29506.0,All ages
1075710,2018,30324.0,All ages
1137120,2019,30678.0,All ages
1198530,2020,31352.0,All ages
1259940,2021,32150.0,All ages
1321350,2022,32889.0,All ages
